HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N4.HOG0010512	OG0009186	n0									rna-XM_034441062.1				rna-XM_032219239.1
N4.HOG0010513	OG0009187	n0									rna-XM_034441263.1				rna-XM_032219642.1
N4.HOG0010514	OG0009188	n0									rna-XM_034440514.1				rna-XM_032220363.1
N4.HOG0010515	OG0009189	n0									rna-XM_034439765.1				rna-XM_032219597.1
N4.HOG0010516	OG0009190	n0									rna-XM_034438441.1				rna-XM_032219621.1
N4.HOG0010517	OG0009191	n0									rna-XM_034438074.1				rna-XM_032219163.1
N4.HOG0010518	OG0009192	n0									rna-XM_034437873.1				rna-XM_032219230.1
N4.HOG0010519	OG0009193	n0									rna-XM_034437493.1				rna-XM_032219619.1
N4.HOG0010520	OG0009194	n0									rna-XM_034437228.1				rna-XM_032220228.1
N4.HOG0010521	OG0009195	n0									rna-XM_034436470.1				rna-XM_032220225.1
N4.HOG0010522	OG0009196	n0									rna-XM_034435861.1				rna-XM_032220224.1
N4.HOG0010523	OG0009197	n0									rna-XM_034435741.1				rna-XM_032219351.1
N4.HOG0010524	OG0009198	n0									rna-XM_034405302.1				rna-XM_032220362.1
N4.HOG0010525	OG0009199	n0									rna-XM_034435212.1				rna-XM_032219496.1
N4.HOG0010526	OG0009200	n0									rna-XM_034434825.1				rna-XM_032219639.1
N4.HOG0010527	OG0009201	n0									rna-XM_034434624.1				rna-XM_032220360.1
N4.HOG0010528	OG0009202	n0									rna-XM_034434502.1				rna-XM_032220359.1
N4.HOG0010529	OG0009203	n0									rna-XM_034434371.1				rna-XM_032219178.1
N4.HOG0010530	OG0009204	n0									rna-XM_034434245.1				rna-XM_032219280.1
N4.HOG0010531	OG0009205	n0									rna-XM_034432914.1				rna-XM_032220143.1
N4.HOG0010532	OG0009206	n0									rna-XM_034432564.1				rna-XM_032220052.1
N4.HOG0010533	OG0009207	n0									rna-XM_034440065.1				rna-XM_032209382.1
N4.HOG0010534	OG0009208	n0									rna-XM_034440075.1				rna-XM_032210960.1
N4.HOG0010535	OG0009209	n0									rna-XM_034440088.1				rna-XM_032212029.1
N4.HOG0010536	OG0009210	n0									rna-XM_034440233.1				rna-XM_032212260.1
N4.HOG0010537	OG0009211	n0									rna-XM_034425908.1				rna-XM_032228547.1
N4.HOG0010538	OG0009212	n0									rna-XM_034425911.1				rna-XM_032228548.1
N4.HOG0010539	OG0009213	n0									rna-XM_034425907.1				rna-XM_032227999.1
N4.HOG0010540	OG0009214	n0									rna-XM_034425912.1				rna-XM_032228295.1
N4.HOG0010541	OG0009215	n0									rna-XM_034425890.1				rna-XM_032228549.1
N4.HOG0010542	OG0009216	n0									rna-XM_034425914.1				rna-XM_032228008.1
N4.HOG0010543	OG0009217	n0									rna-XM_034425889.1				rna-XM_032228187.1
N4.HOG0010544	OG0009218	n0									rna-XM_034425920.1				rna-XM_032228291.1
N4.HOG0010545	OG0009219	n0									rna-XM_034425925.1				rna-XM_032228684.1
N4.HOG0010546	OG0009220	n0									rna-XM_034425928.1				rna-XM_032227373.1
N4.HOG0010547	OG0009221	n0									rna-XM_034425899.1				rna-XM_032228359.1
N4.HOG0010548	OG0009222	n0									rna-XM_034425931.1				rna-XM_032227417.1
N4.HOG0010549	OG0009223	n0									rna-XM_034432414.1				rna-XM_032214642.1
N4.HOG0010550	OG0009224	n0									rna-XM_034432421.1				rna-XM_032212740.1
N4.HOG0010551	OG0009225	n0									rna-XM_034432426.1				rna-XM_032213022.1
N4.HOG0010552	OG0009226	n0									rna-XM_034432429.1				rna-XM_032213639.1
N4.HOG0010553	OG0009227	n0									rna-XM_034432432.1				rna-XM_032213001.1
N4.HOG0010554	OG0009228	n0									rna-XM_034432431.1				rna-XM_032213000.1
N4.HOG0010555	OG0009229	n0									rna-XM_034432434.1				rna-XM_032213005.1
N4.HOG0010556	OG0009230	n0									rna-XM_034409012.1				rna-XM_032215442.1
N4.HOG0010557	OG0009231	n0									rna-XM_034430537.1				rna-XM_032237404.1
N4.HOG0010558	OG0009232	n0									rna-XM_034430531.1				rna-XM_032238164.1
N4.HOG0010559	OG0009233	n0									rna-XM_034430530.1				
N4.HOG0010560	OG0009234	n0													id-LOC116521921, id-LOC116521920
N4.HOG0010561	OG0009235	n4													rna-XM_032236549.1
N4.HOG0010562	OG0009235	n5													rna-XM_032236550.1
N4.HOG0010563	OG0009236	n0									rna-XM_034427319.1				rna-XM_032216086.1
N4.HOG0010564	OG0009237	n0									rna-XM_034427316.1				rna-XM_032217118.1
N4.HOG0010565	OG0009238	n0									rna-XM_034427315.1				rna-XM_032214839.1
N4.HOG0010566	OG0009239	n0									rna-XM_034427297.1				rna-XM_032216880.1
N4.HOG0010567	OG0009240	n0									rna-XM_034427295.1				rna-XM_032216697.1
N4.HOG0010568	OG0009241	n0									rna-XM_034418362.1				rna-XM_032233316.1
N4.HOG0010569	OG0009242	n0									rna-XM_034432549.1				rna-XM_032212537.1
N4.HOG0010570	OG0009243	n0									rna-XM_034432550.1				rna-XM_032212998.1
N4.HOG0010571	OG0009244	n0									rna-XM_034432207.1				rna-XM_032213761.1
N4.HOG0010572	OG0009245	n0									rna-XM_034433301.1				rna-XM_032237533.1
N4.HOG0010573	OG0009246	n0									rna-XM_034433307.1				rna-XM_032237438.1
N4.HOG0010574	OG0009247	n0									rna-XM_034433308.1				rna-XM_032237461.1
N4.HOG0010575	OG0009248	n0									rna-XM_034433292.1				rna-XM_032208612.1
N4.HOG0010576	OG0009249	n0									rna-XM_034433309.1				rna-XM_032208734.1
N4.HOG0010577	OG0009250	n0									rna-XM_034411434.1				rna-XM_032224617.1
N4.HOG0010578	OG0009251	n0									rna-XM_034411433.1				rna-XM_032224618.1
N4.HOG0010579	OG0009252	n0									rna-XM_034411432.1				rna-XM_032223589.1
N4.HOG0010580	OG0009253	n0									rna-XM_034429381.1				rna-XM_032222800.1
N4.HOG0010581	OG0009254	n0									rna-XM_034429383.1				rna-XM_032223194.1
N4.HOG0010582	OG0009255	n0									rna-XM_034435156.1				rna-XM_032227793.1
N4.HOG0010583	OG0009256	n0									rna-XM_034435157.1				rna-XM_032228147.1
N4.HOG0010584	OG0009257	n0									rna-XM_034435168.1				rna-XM_032228107.1
N4.HOG0010585	OG0009258	n0									rna-XM_034435170.1				rna-XM_032227875.1
N4.HOG0010586	OG0009259	n0									rna-XM_034435172.1				rna-XM_032228649.1
N4.HOG0010587	OG0009260	n0									rna-XM_034434972.1				rna-XM_032228262.1
N4.HOG0010588	OG0009261	n0									rna-XM_034435120.1				rna-XM_032228266.1
N4.HOG0010589	OG0009262	n0									rna-XM_034435118.1				rna-XM_032227408.1
N4.HOG0010590	OG0009263	n0									rna-XM_034403520.1				rna-XM_032221777.1
N4.HOG0010591	OG0009264	n0									rna-XM_034403657.1				rna-XM_032221551.1
N4.HOG0010592	OG0009265	n0									rna-XM_034403297.1				rna-XM_032220874.1
N4.HOG0010593	OG0009266	n0									rna-XM_034403612.1				rna-XM_032221573.1
N4.HOG0010594	OG0009267	n0									rna-XM_034403591.1				rna-XM_032221608.1
N4.HOG0010595	OG0009268	n0									rna-XM_034403521.1				rna-XM_032221651.1
N4.HOG0010596	OG0009269	n0									rna-XM_034403452.1				rna-XM_032220913.1
N4.HOG0010597	OG0009270	n0									rna-XM_034436385.1				rna-XM_032225452.1
N4.HOG0010598	OG0009271	n0									rna-XM_034431006.1				rna-XM_032222164.1
N4.HOG0010599	OG0009272	n0									rna-XM_034431012.1				rna-XM_032221638.1
N4.HOG0010600	OG0009273	n0									rna-XM_034416454.1				rna-XM_032236866.1
N4.HOG0010601	OG0009274	n0									rna-XM_034416460.1				rna-XM_032236868.1
N4.HOG0010602	OG0009275	n0									rna-XM_034416462.1				rna-XM_032237838.1
N4.HOG0010603	OG0009276	n0									rna-XM_034432027.1				rna-XM_032212787.1
N4.HOG0010604	OG0009277	n0									rna-XM_034432025.1				rna-XM_032212785.1
N4.HOG0010605	OG0009278	n0									rna-XM_034432546.1				rna-XM_032214700.1
N4.HOG0010606	OG0009279	n0									rna-XM_034432033.1				rna-XM_032212479.1
N4.HOG0010607	OG0009280	n0									rna-XM_034432036.1				rna-XM_032212971.1
N4.HOG0010608	OG0009281	n0									rna-XM_034432041.1				rna-XM_032214443.1
N4.HOG0010609	OG0009282	n0									rna-XM_034432042.1				rna-XM_032212972.1
N4.HOG0010610	OG0009283	n0									rna-XM_034432049.1				rna-XM_032212973.1
N4.HOG0010611	OG0009284	n0									rna-XM_034432044.1				rna-XM_032214141.1
N4.HOG0010612	OG0009285	n0									rna-XM_034432050.1				rna-XM_032214138.1
N4.HOG0010613	OG0009286	n0									rna-XM_034432055.1				rna-XM_032214140.1
N4.HOG0010614	OG0009287	n0									rna-XM_034432067.1				rna-XM_032213706.1
N4.HOG0010615	OG0009288	n0									rna-XM_034432071.1				rna-XM_032214311.1
N4.HOG0010616	OG0009289	n0									rna-XM_034432069.1				rna-XM_032213472.1
N4.HOG0010617	OG0009290	n0									rna-XM_034432074.1				rna-XM_032214479.1
N4.HOG0010618	OG0009291	n0									rna-XM_034432076.1				rna-XM_032214265.1
N4.HOG0010619	OG0009292	n0									rna-XM_034432079.1				rna-XM_032213701.1
N4.HOG0010620	OG0009293	n0									rna-XM_034432082.1				rna-XM_032214419.1
N4.HOG0010621	OG0009294	n0									rna-XM_034432088.1				rna-XM_032213442.1
N4.HOG0010622	OG0009295	n0									rna-XM_034432092.1				rna-XM_032213984.1
N4.HOG0010623	OG0009296	n0									rna-XM_034432089.1				rna-XM_032214035.1
N4.HOG0010624	OG0009297	n0									rna-XM_034432094.1				rna-XM_032214460.1
N4.HOG0010625	OG0009298	n0									rna-XM_034432095.1				rna-XM_032212739.1
N4.HOG0010626	OG0009299	n0									rna-XM_034432112.1				rna-XM_032214176.1
N4.HOG0010627	OG0009300	n0									rna-XM_034432123.1				rna-XM_032214425.1
N4.HOG0010628	OG0009301	n0									rna-XM_034429207.1				rna-XM_032222826.1
N4.HOG0010629	OG0009302	n0									rna-XM_034429210.1				rna-XM_032222827.1
N4.HOG0010630	OG0009303	n0									rna-XM_034429205.1				rna-XM_032223255.1
N4.HOG0010631	OG0009304	n0									rna-XM_034429200.1				rna-XM_032222727.1
N4.HOG0010632	OG0009305	n0									rna-XM_034429193.1				rna-XM_032222744.1, rna-XM_032238763.1
N4.HOG0010633	OG0009306	n0									rna-XM_034429160.1				rna-XM_032238771.1
N4.HOG0010634	OG0009307	n0									rna-XM_034429150.1				rna-XM_032222395.1
N4.HOG0010635	OG0009308	n0									rna-XM_034429141.1				rna-XM_032222771.1
N4.HOG0010636	OG0009309	n0									rna-XM_034429132.1				rna-XM_032223259.1
N4.HOG0010637	OG0009310	n0									rna-XM_034429035.1				rna-XM_032222855.1
N4.HOG0010638	OG0009311	n0									rna-XM_034429129.1				rna-XM_032223274.1
N4.HOG0010639	OG0009312	n0									rna-XM_034429651.1				rna-XM_032222808.1
N4.HOG0010640	OG0009313	n0									rna-XM_034442726.1				rna-XM_032223552.1
N4.HOG0010641	OG0009314	n0									rna-XM_034401334.1				rna-XM_032224403.1
N4.HOG0010642	OG0009315	n0									rna-XM_034401332.1				rna-XM_032224749.1
N4.HOG0010643	OG0009316	n0									rna-XM_034442791.1				rna-XM_032224035.1
N4.HOG0010644	OG0009317	n0									rna-XM_034440214.1				rna-XM_032225807.1
N4.HOG0010645	OG0009318	n0									rna-XM_034417243.1				rna-XM_032228454.1
N4.HOG0010646	OG0009319	n0									rna-XM_034428209.1				rna-XM_032217104.1
N4.HOG0010647	OG0009320	n0									rna-XM_034428205.1				rna-XM_032215450.1
N4.HOG0010648	OG0009321	n0									rna-XM_034428200.1				rna-XM_032215957.1
N4.HOG0010649	OG0009322	n0									rna-XM_034428201.1				rna-XM_032216043.1
N4.HOG0010650	OG0009323	n0									rna-XM_034428197.1				rna-XM_032216046.1
N4.HOG0010651	OG0009324	n0									rna-XM_034427283.1				rna-XM_032214840.1
N4.HOG0010652	OG0009325	n0									rna-XM_034428194.1				rna-XM_032215842.1
N4.HOG0010653	OG0009326	n0									rna-XM_034428192.1				rna-XM_032214981.1
N4.HOG0010654	OG0009327	n0									rna-XM_034428187.1				rna-XM_032214976.1
N4.HOG0010655	OG0009328	n0									rna-XM_034428183.1				rna-XM_032216577.1
N4.HOG0010656	OG0009329	n0									rna-XM_034428177.1				rna-XM_032215721.1
N4.HOG0010657	OG0009330	n0									rna-XM_034428179.1				rna-XM_032215302.1
N4.HOG0010658	OG0009331	n0									rna-XM_034428176.1				rna-XM_032215301.1
N4.HOG0010659	OG0009332	n0									rna-XM_034415247.1				rna-XM_032218942.1
N4.HOG0010660	OG0009333	n0									rna-XM_034406243.1				
N4.HOG0010661	OG0009334	n0									rna-XM_034406241.1				rna-XM_032229245.1
N4.HOG0010662	OG0009335	n0									rna-XM_034405955.1				rna-XM_032229852.1
N4.HOG0010663	OG0009336	n0									rna-XM_034405970.1				rna-XM_032229786.1
N4.HOG0010664	OG0009337	n0									rna-XM_034405971.1				rna-XM_032229605.1
N4.HOG0010665	OG0009338	n0									rna-XM_034405972.1				rna-XM_032229606.1
N4.HOG0010666	OG0009339	n0									rna-XM_034405956.1				
N4.HOG0010667	OG0009340	n0									rna-XM_034405959.1				rna-XM_032230058.1
N4.HOG0010668	OG0009341	n0									rna-XM_034407325.1				rna-XM_032229812.1
N4.HOG0010669	OG0009342	n0									rna-XM_034407654.1				rna-XM_032230014.1
N4.HOG0010670	OG0009343	n0									rna-XM_034407677.1				
N4.HOG0010671	OG0009344	n0									rna-XM_034407669.1				rna-XM_032229707.1
N4.HOG0010672	OG0009345	n0									rna-XM_034407657.1				rna-XM_032229374.1
N4.HOG0010673	OG0009346	n0									rna-XM_034407675.1				rna-XM_032229422.1
N4.HOG0010674	OG0009347	n0									rna-XM_034407656.1				
N4.HOG0010675	OG0009348	n0									rna-XM_034426140.1				rna-XM_032229371.1
N4.HOG0010676	OG0009349	n0									rna-XM_034426155.1				rna-XM_032229370.1
N4.HOG0010677	OG0009350	n0									rna-XM_034426157.1				
N4.HOG0010678	OG0009351	n0									rna-XM_034426162.1				rna-XM_032229711.1
N4.HOG0010679	OG0009352	n0									rna-XM_034428649.1				rna-XM_032229661.1
N4.HOG0010680	OG0009353	n0									rna-XM_034428652.1				rna-XM_032229171.1
N4.HOG0010681	OG0009354	n0									rna-XM_034428653.1				rna-XM_032228854.1
N4.HOG0010682	OG0009355	n0									rna-XM_034428656.1				rna-XM_032228826.1
N4.HOG0010683	OG0009356	n0									rna-XM_034428657.1				rna-XM_032228814.1
N4.HOG0010684	OG0009357	n0									rna-XM_034428669.1				rna-XM_032229796.1
N4.HOG0010685	OG0009358	n0									rna-XM_034428629.1				rna-XM_032229512.1
N4.HOG0010686	OG0009359	n0									rna-XM_034428687.1				rna-XM_032229141.1
N4.HOG0010687	OG0009360	n0									rna-XM_034428701.1				rna-XM_032229602.1
N4.HOG0010688	OG0009361	n0									rna-XM_034437963.1				rna-XM_032211236.1
N4.HOG0010689	OG0009362	n0									rna-XM_034437995.1				rna-XM_032211101.1
N4.HOG0010690	OG0009363	n0									rna-XM_034438017.1				rna-XM_032210008.1
N4.HOG0010691	OG0009364	n0									rna-XM_034438122.1				rna-XM_032208826.1
N4.HOG0010692	OG0009365	n0									rna-XM_034438103.1				rna-XM_032208821.1
N4.HOG0010693	OG0009366	n0									rna-XM_034432409.1				rna-XM_032214683.1
N4.HOG0010694	OG0009367	n0									rna-XM_034418306.1				rna-XM_032236948.1
N4.HOG0010695	OG0009368	n0									rna-XM_034418307.1				rna-XM_032235459.1
N4.HOG0010696	OG0009369	n0									rna-XM_034418310.1				rna-XM_032232870.1
N4.HOG0010697	OG0009370	n0									rna-XM_034418309.1				rna-XM_032232893.1
N4.HOG0010698	OG0009371	n0									rna-XM_034418313.1				rna-XM_032232942.1
N4.HOG0010699	OG0009372	n0									rna-XM_034418319.1				rna-XM_032232970.1
N4.HOG0010700	OG0009373	n0									rna-XM_034418325.1				rna-XM_032233007.1
N4.HOG0010701	OG0009374	n0									rna-XM_034418636.1				rna-XM_032230136.1
N4.HOG0010702	OG0009375	n0									rna-XM_034418332.1				rna-XM_032233072.1
N4.HOG0010703	OG0009376	n0									rna-XM_034418336.1				rna-XM_032233127.1
N4.HOG0010704	OG0009377	n0									rna-XM_034418340.1				rna-XM_032237601.1
N4.HOG0010705	OG0009378	n0									rna-XM_034418337.1				rna-XM_032233180.1
N4.HOG0010706	OG0009379	n0									rna-XM_034418355.1				rna-XM_032224309.1
N4.HOG0010707	OG0009380	n0									rna-XM_034418350.1				rna-XM_032233236.1
N4.HOG0010708	OG0009381	n0									rna-XM_034418356.1				rna-XM_032235793.1
N4.HOG0010709	OG0009382	n0									rna-XM_034418359.1				rna-XM_032213833.1
N4.HOG0010710	OG0009383	n0									rna-XM_034433675.1				rna-XM_032235458.1
N4.HOG0010711	OG0009384	n0									rna-XM_034433572.1				rna-XM_032237414.1
N4.HOG0010712	OG0009385	n0									rna-XM_034433561.1				rna-XM_032235484.1
N4.HOG0010713	OG0009386	n0									rna-XM_034433560.1				rna-XM_032235521.1
N4.HOG0010714	OG0009387	n0									rna-XM_034433557.1				rna-XM_032235546.1
N4.HOG0010715	OG0009388	n0									rna-XM_034433300.1				rna-XM_032213977.1
N4.HOG0010716	OG0009389	n0									rna-XM_034433551.1				rna-XM_032213989.1
N4.HOG0010717	OG0009390	n0									rna-XM_034433546.1				rna-XM_032235645.1
N4.HOG0010718	OG0009391	n0									rna-XM_034433545.1				rna-XM_032235661.1
N4.HOG0010719	OG0009392	n0									rna-XM_034433541.1				rna-XM_032235775.1
N4.HOG0010720	OG0009393	n0									rna-XM_034433537.1				rna-XM_032235734.1
N4.HOG0010721	OG0009394	n0									rna-XM_034433542.1				rna-XM_032235788.1
N4.HOG0010722	OG0009395	n0									rna-XM_034433534.1				rna-XM_032225790.1
N4.HOG0010723	OG0009396	n0									rna-XM_034433529.1				rna-XM_032229723.1
N4.HOG0010724	OG0009397	n0									rna-XM_034433527.1				rna-XM_032235827.1
N4.HOG0010725	OG0009398	n0									rna-XM_034433522.1				rna-XM_032235876.1
N4.HOG0010726	OG0009399	n0									rna-XM_034433517.1				rna-XM_032235910.1
N4.HOG0010727	OG0009400	n0									rna-XM_034433512.1				rna-XM_032236482.1
N4.HOG0010728	OG0009401	n0									rna-XM_034433509.1				rna-XM_032235940.1
N4.HOG0010729	OG0009402	n0									rna-XM_034433508.1				rna-XM_032235929.1
N4.HOG0010730	OG0009403	n0									rna-XM_034433507.1				rna-XM_032235919.1
N4.HOG0010731	OG0009404	n0									rna-XM_034433501.1				rna-XM_032235975.1
N4.HOG0010732	OG0009405	n0									rna-XM_034433499.1				rna-XM_032237578.1
N4.HOG0010733	OG0009406	n0									rna-XM_034433485.1				rna-XM_032236001.1
N4.HOG0010734	OG0009407	n0									rna-XM_034433495.1				rna-XM_032236076.1
N4.HOG0010735	OG0009408	n0									rna-XM_034433491.1				rna-XM_032236046.1
N4.HOG0010736	OG0009409	n0									rna-XM_034433480.1				rna-XM_032236091.1
N4.HOG0010737	OG0009410	n0									rna-XM_034433477.1				rna-XM_032236121.1
N4.HOG0010738	OG0009411	n0									rna-XM_034433468.1				rna-XM_032236129.1
N4.HOG0010739	OG0009412	n0									rna-XM_034412555.1				rna-XM_032210906.1
N4.HOG0010740	OG0009413	n0									rna-XM_034429322.1				rna-XM_032222210.1
N4.HOG0010741	OG0009414	n0									rna-XM_034429325.1				rna-XM_032223260.1
N4.HOG0010742	OG0009415	n0									rna-XM_034411872.1				rna-XM_032219646.1
N4.HOG0010743	OG0009416	n0									rna-XM_034411871.1				rna-XM_032220459.1
N4.HOG0010744	OG0009417	n0									rna-XM_034411870.1				rna-XM_032220130.1
N4.HOG0010745	OG0009418	n0									rna-XM_034411869.1				rna-XM_032220129.1
N4.HOG0010746	OG0009419	n0									rna-XM_034411864.1				rna-XM_032219281.1
N4.HOG0010747	OG0009420	n0									rna-XM_034411857.1				rna-XM_032219556.1
N4.HOG0010748	OG0009421	n0									rna-XM_034411860.1				rna-XM_032219978.1
N4.HOG0010749	OG0009422	n0									rna-XM_034411862.1				rna-XM_032219960.1
N4.HOG0010750	OG0009423	n0									rna-XM_034411852.1				rna-XM_032220106.1
N4.HOG0010751	OG0009424	n0									rna-XM_034411845.1				rna-XM_032219349.1
N4.HOG0010752	OG0009425	n0									rna-XM_034411848.1				rna-XM_032219350.1
N4.HOG0010753	OG0009426	n0									rna-XM_034411841.1				rna-XM_032219893.1
N4.HOG0010754	OG0009427	n0									rna-XM_034411839.1				rna-XM_032220137.1
N4.HOG0010755	OG0009428	n0									rna-XM_034411840.1				rna-XM_032220455.1
N4.HOG0010756	OG0009429	n0									rna-XM_034411833.1				rna-XM_032219905.1
N4.HOG0010757	OG0009430	n0									rna-XM_034411828.1				rna-XM_032219908.1
N4.HOG0010758	OG0009431	n0									rna-XM_034411818.1				rna-XM_032220454.1
N4.HOG0010759	OG0009432	n0									rna-XM_034411817.1				rna-XM_032219903.1
N4.HOG0010760	OG0009433	n0									rna-XM_034411815.1				rna-XM_032220280.1
N4.HOG0010761	OG0009434	n0									rna-XM_034411814.1				rna-XM_032220093.1
N4.HOG0010762	OG0009435	n0									rna-XM_034411810.1				rna-XM_032220288.1
N4.HOG0010763	OG0009436	n0									rna-XM_034411805.1				rna-XM_032220453.1
N4.HOG0010764	OG0009437	n0									rna-XM_034411803.1				rna-XM_032220249.1
N4.HOG0010765	OG0009438	n0									rna-XM_034411801.1				rna-XM_032220331.1
N4.HOG0010766	OG0009439	n0									rna-XM_034411800.1				rna-XM_032219923.1
N4.HOG0010767	OG0009440	n0									rna-XM_034411799.1				rna-XM_032220194.1
N4.HOG0010768	OG0009441	n0									rna-XM_034411796.1				rna-XM_032219485.1
N4.HOG0010769	OG0009442	n0									rna-XM_034411794.1				rna-XM_032219300.1
N4.HOG0010770	OG0009443	n0									rna-XM_034411787.1				rna-XM_032219778.1
N4.HOG0010771	OG0009444	n0									rna-XM_034411609.1				rna-XM_032220236.1
N4.HOG0010772	OG0009445	n0									rna-XM_034411780.1				rna-XM_032220212.1
N4.HOG0010773	OG0009446	n0									rna-XM_034411778.1				rna-XM_032220112.1
N4.HOG0010774	OG0009447	n0									rna-XM_034411777.1				rna-XM_032220484.1
N4.HOG0010775	OG0009448	n0									rna-XM_034411775.1				rna-XM_032220044.1
N4.HOG0010776	OG0009449	n0									rna-XM_034401371.1				rna-XM_032224223.1
N4.HOG0010777	OG0009450	n0									rna-XM_034442855.1				rna-XM_032223769.1
N4.HOG0010778	OG0009451	n0									rna-XM_034442838.1				rna-XM_032224754.1
N4.HOG0010779	OG0009452	n0									rna-XM_034442945.1				rna-XM_032223733.1
N4.HOG0010780	OG0009453	n0									rna-XM_034401382.1				rna-XM_032224348.1
N4.HOG0010781	OG0009454	n0									rna-XM_034401423.1				rna-XM_032223849.1
N4.HOG0010782	OG0009455	n0									rna-XM_034401406.1				rna-XM_032223640.1
N4.HOG0010783	OG0009456	n0									rna-XM_034442956.1				rna-XM_032224244.1
N4.HOG0010784	OG0009457	n0									rna-XM_034401328.1				rna-XM_032224370.1
