accession,GO
Q13133,GO:0000785; GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0043235; GO:0090575; GO:0015485; GO:0031490; GO:0003677; GO:0001228; GO:0000981; GO:0004879; GO:0000978; GO:0032810; GO:0000976; GO:0008270; GO:0043277; GO:0030154; GO:0071222; GO:0042632; GO:0009755; GO:0055088; GO:0042789; GO:0010887; GO:0120163; GO:0050728; GO:0060336; GO:0032369; GO:0043031; GO:0010745; GO:0090188; GO:0048550; GO:0045861; GO:1903573; GO:0090341; GO:0000122; GO:0036151; GO:0010875; GO:0032376; GO:0045723; GO:0051006; GO:0051247; GO:0034145; GO:0045944; GO:0045893; GO:0032411; GO:0010867; GO:0042752; GO:0032570; GO:0055092; GO:0070328
Q9Z0Y9,GO:0000785; GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0043235; GO:0090575; GO:0031490; GO:0001228; GO:0003700; GO:0004879; GO:0046965; GO:0044877; GO:0000978; GO:0043565; GO:0032810; GO:0000976; GO:0008270; GO:0043277; GO:0030154; GO:0044255; GO:0071222; GO:0042632; GO:0006633; GO:0009755; GO:0055088; GO:0042789; GO:0010887; GO:0120163; GO:0050728; GO:0032369; GO:0043031; GO:0090188; GO:0048550; GO:0045861; GO:1903573; GO:0090341; GO:0000122; GO:0045892; GO:0036151; GO:0010875; GO:0032376; GO:0045723; GO:0051006; GO:0051247; GO:0034145; GO:0045944; GO:0045893; GO:0010867; GO:0006355; GO:0032570; GO:0055092; GO:0070328
Q95K90,GO:0016605; GO:0001227; GO:0042826; GO:0042803; GO:0000978; GO:0008270; GO:0048386
P49116,GO:0000785; GO:0005654; GO:0001228; GO:0003700; GO:0000981; GO:0004879; GO:0000978; GO:0000977; GO:0043565; GO:1990837; GO:0008270; GO:0048856; GO:0030154; GO:0000122; GO:0007399; GO:0040019; GO:0045944; GO:0006357; GO:0006355; GO:0007283
Q9Y466,GO:0000785; GO:0005654; GO:0001228; GO:0000981; GO:0001227; GO:0042826; GO:0004879; GO:0003707; GO:0000978; GO:1990837; GO:0008270; GO:0002118; GO:0021764; GO:0048856; GO:0001525; GO:0021960; GO:0006915; GO:0043615; GO:0048708; GO:0001662; GO:0030154; GO:0045165; GO:0021895; GO:0021542; GO:0030198; GO:0021872; GO:0021819; GO:0060291; GO:0043066; GO:0048712; GO:2000178; GO:0045665; GO:2000647; GO:0000122; GO:0007399; GO:0007405; GO:0021772; GO:0045766; GO:0045787; GO:0002052; GO:2000648; GO:0090049; GO:0048814; GO:0060164; GO:0006357; GO:0060041; GO:0035176; GO:0035019; GO:0072089; GO:0007601
P43136,GO:0005634; GO:0003700; GO:0001227; GO:0004879; GO:0000978; GO:0043565; GO:1990837; GO:0008270; GO:0048856; GO:0030154; GO:0050965; GO:0043153; GO:0000122; GO:0048666; GO:0006357
Q08E53,GO:0005737; GO:0016607; GO:0005634; GO:0005667; GO:0001228; GO:0000981; GO:0035259; GO:0004879; GO:0046982; GO:0000978; GO:0008270; GO:0008344; GO:0071376; GO:0031668; GO:0034599; GO:0021953; GO:0021952; GO:0042416; GO:0071542; GO:0045444; GO:0051866; GO:0021986; GO:2001234; GO:0043524; GO:0000122; GO:0051402; GO:0042551; GO:0001764; GO:0043085; GO:0045944; GO:0009791; GO:0042053; GO:0043576; GO:0006357; GO:0001975; GO:0001666; GO:0006366; GO:0006351
O42101,GO:0090575; GO:0004879; GO:0000978; GO:0008270; GO:0009755; GO:0045893; GO:0006357; GO:0009888
Q64249,GO:0005634; GO:0005667; GO:0001228; GO:0004879; GO:0042803; GO:0000978; GO:0043565; GO:1990837; GO:0008270; GO:0030154; GO:0007276; GO:0000122; GO:0045944; GO:0006357; GO:0007283
A0P8Z4,GO:0005634; GO:0003700; GO:0043565; GO:0008270; GO:0030154; GO:0007283
Q66JK1,GO:0005737; GO:0005634; GO:0004879; GO:0042803; GO:0000978; GO:0043565; GO:0008270; GO:0048513; GO:0009952; GO:0016477; GO:0030917; GO:0022008; GO:0006357
P49282,GO:0045177; GO:0016324; GO:0045178; GO:0031526; GO:0009986; GO:0005737; GO:0031410; GO:0005769; GO:0005768; GO:1903561; GO:0016021; GO:0005887; GO:0005770; GO:0031902; GO:0005765; GO:0005764; GO:0005741; GO:0005739; GO:0005634; GO:0070826; GO:0048471; GO:0005886; GO:0055037; GO:0005802; GO:0005773; GO:0046870; GO:0015086; GO:0050897; GO:0015087; GO:0005507; GO:0005375; GO:0015093; GO:0022890; GO:0005506; GO:0005381; GO:0015094; GO:0030145; GO:0005384; GO:0016151; GO:0015099; GO:1905394; GO:0015295; GO:0046915; GO:0015100; GO:0008270; GO:0006919; GO:0070574; GO:0034599; GO:0006824; GO:0098705; GO:0006825; GO:0048813; GO:0048821; GO:0051649; GO:0006783; GO:0033212; GO:0034755; GO:0006826; GO:0015692; GO:0007611; GO:0006828; GO:0060586; GO:0015675; GO:0006779; GO:0006778; GO:0001666; GO:0010039; GO:0010042; GO:0000041; GO:0015676
Q91ZA8,GO:0002043; GO:0001569; GO:0001935; GO:0045746; GO:1902367; GO:0045581; GO:0000122; GO:0007219; GO:0090263; GO:0001938; GO:1905564; GO:0022407; GO:0032525; GO:0002040; GO:0030217; GO:0101023
Q4R8X0,GO:0005938; GO:0012505; GO:0030027; GO:0016020; GO:0048471; GO:0042803; GO:0006888; GO:0006468
Q810U4,GO:0030424; GO:0043194; GO:0005576; GO:0098978; GO:0099061; GO:0099055; GO:0033268; GO:0005886; GO:0045202; GO:0030506; GO:0098632; GO:0086080; GO:0001525; GO:0007411; GO:0098609; GO:0007417; GO:0045162; GO:0070593; GO:0007156; GO:0019227; GO:0008104; GO:0010975; GO:0099175; GO:0031290
Q9Y2I2,GO:0046658; GO:0099029; GO:0005576; GO:0098978; GO:0043256; GO:0005886; GO:0098685; GO:0050839; GO:0098632; GO:0009887; GO:0007409; GO:0070831; GO:0016477; GO:0050804; GO:2001222; GO:0150011; GO:0010975; GO:0034446; GO:0099560; GO:0009888
Q96CW9,GO:0046658; GO:0099029; GO:0030424; GO:0005576; GO:0098978; GO:0043256; GO:0005886; GO:0098685; GO:0009887; GO:0007409; GO:0070831; GO:0016477; GO:0050804; GO:0098698; GO:2001222; GO:0150011; GO:0010975; GO:1905606; GO:0034446; GO:0099560; GO:0009888
Q7T0V6,GO:0005789; GO:0000139; GO:0016021; GO:0005886; GO:0015293; GO:0006814
Q99PJ0,GO:0031225; GO:0030424; GO:0009986; GO:0060076; GO:0005615; GO:0048471; GO:0005886; GO:0007155; GO:0010977
Q91987,GO:0070161; GO:0030424; GO:0043679; GO:0030425; GO:0043197; GO:0010008; GO:0005887; GO:0048471; GO:0014069; GO:0043235; GO:0005524; GO:0048403; GO:0060175; GO:0005004; GO:0043121; GO:0005030; GO:0042803; GO:0004714; GO:0005244; GO:0031547; GO:1990416; GO:1990090; GO:0021954; GO:0021987; GO:0048668; GO:0007612; GO:0043524; GO:0030182; GO:0001764; GO:0050772; GO:0008284; GO:0048672; GO:0010628; GO:0033674; GO:0043410; GO:0010976; GO:0014068; GO:0046777; GO:1903859; GO:0043087; GO:0051896; GO:0099551; GO:0007169
Q91044,GO:0030424; GO:0005887; GO:0043235; GO:0005524; GO:0043121; GO:0005030; GO:0004714; GO:0030154; GO:1990090; GO:0007507; GO:0007399; GO:0033674; GO:0010976; GO:0014068; GO:0051896; GO:0007169
Q03351,GO:0030424; GO:0005737; GO:0098978; GO:0000139; GO:0005887; GO:0099055; GO:0016020; GO:0005886; GO:0043235; GO:0005524; GO:0005004; GO:0043121; GO:0005030; GO:0002039; GO:0004675; GO:0004714; GO:0090630; GO:0032148; GO:1990090; GO:0071300; GO:0007623; GO:0090102; GO:0007507; GO:0070306; GO:0042490; GO:0019056; GO:0022011; GO:0048712; GO:0060548; GO:0001933; GO:0048665; GO:0001764; GO:0019227; GO:2000251; GO:0043065; GO:0048691; GO:0030335; GO:0008284; GO:0010628; GO:0033674; GO:0043406; GO:0010976; GO:0033138; GO:0014068; GO:0050927; GO:0051965; GO:0099151; GO:1905606; GO:0051896; GO:0048678; GO:0051412; GO:0045471; GO:0007169
Q8BH74,GO:0000776; GO:0005635; GO:0031965; GO:0034399; GO:0005643; GO:0031080; GO:0017056; GO:0008585; GO:0006406; GO:0072006; GO:0051292; GO:0006913; GO:0000973; GO:0006606; GO:0006355
O75694,GO:0005829; GO:0016020; GO:0005635; GO:0031965; GO:0005643; GO:0044611; GO:0017056; GO:0086014; GO:0035196; GO:0006406; GO:0006998; GO:0006913; GO:0006606; GO:0036228; GO:0006405; GO:0000972
Q5SRE5,GO:0005829; GO:0016020; GO:0005635; GO:0005643; GO:0044611; GO:0017056; GO:0051028; GO:0006913; GO:0006606; GO:0006405
O79546,GO:0016021; GO:0005743; GO:0070469; GO:0008137
Q3SX11,GO:0005730; GO:0030687; GO:0000460; GO:0000470
Q9BZ95,GO:0000785; GO:0005654; GO:0005634; GO:0046975; GO:0018024; GO:0046872; GO:0140537; GO:0006325; GO:0016571; GO:2001255; GO:0045893; GO:0006355
Q5ZK10,GO:0005829; GO:0005795; GO:0005815; GO:0005634; GO:1990730; GO:0008289; GO:0043130; GO:0000045; GO:0000132; GO:0007030; GO:0061025; GO:1904780; GO:0031468; GO:0046604; GO:0043161
P18708,GO:0005829; GO:0005794; GO:0030496; GO:0005886; GO:0005524; GO:0016887; GO:0140545; GO:0042802; GO:0035255; GO:0046872; GO:0030165; GO:0019901; GO:0044877; GO:0000149; GO:0017075; GO:0006886; GO:0045732; GO:0001921; GO:0006813; GO:0035494
P46459,GO:0005829; GO:0043198; GO:0005794; GO:0005795; GO:0005765; GO:0005886; GO:0014069; GO:0005524; GO:0016887; GO:0140545; GO:0035255; GO:0046872; GO:0030165; GO:0019901; GO:0044877; GO:0000149; GO:0017075; GO:0006887; GO:0043001; GO:0006891; GO:0006886; GO:0045026; GO:0045732; GO:0001921; GO:0006813; GO:0017157; GO:0035494; GO:0016192
P46460,GO:0005829; GO:0043198; GO:0005794; GO:0005795; GO:0043209; GO:0005886; GO:0014069; GO:0005524; GO:0016887; GO:0043008; GO:0140545; GO:0031748; GO:0035255; GO:0046872; GO:0030165; GO:0008022; GO:0019901; GO:0044877; GO:0031267; GO:0000149; GO:0019905; GO:0017075; GO:0043001; GO:0006891; GO:0006886; GO:0045732; GO:0001921; GO:0006813; GO:0015031; GO:0032984; GO:0017157; GO:0002090; GO:0035494; GO:0016192
Q8QFP1,GO:0030425; GO:0031901; GO:0005783; GO:0005768; GO:0098978; GO:0032580; GO:0016021; GO:0016328; GO:0043202; GO:0032585; GO:0045211; GO:0055038; GO:0032051; GO:0042982; GO:0006915; GO:0048268; GO:0007212; GO:0016197; GO:0099627; GO:0098887; GO:0001881; GO:0099003
Q9H857,GO:0008253; GO:0046872
Q86UY8,GO:0005829; GO:0043235; GO:0008253; GO:0046872
Q3UHB1,GO:0005829; GO:0005739; GO:0043235; GO:0008253; GO:0046872
Q0GE19,GO:0005801; GO:0005783; GO:0005789; GO:0005794; GO:0005797; GO:0000139; GO:0016021; GO:0031226; GO:0005886; GO:0005802; GO:0015125; GO:0015293; GO:0060348; GO:0006874; GO:0034436; GO:0048193; GO:0030210; GO:0006814
P61972,GO:0005829; GO:0005637; GO:0031965; GO:0005640; GO:0044613; GO:0005654; GO:0042802; GO:0061608; GO:0031267; GO:0017056; GO:0051028; GO:1904046; GO:0006913; GO:0042307; GO:0006611; GO:0006606; GO:0090204
Q5BJX0,GO:0005737; GO:0005634; GO:0042054; GO:0008168; GO:0071885; GO:0008276; GO:0007059; GO:0016571; GO:0018011; GO:0018012; GO:0018013; GO:0018016; GO:0035568; GO:0035572; GO:0035570; GO:0035573; GO:0006480; GO:0007051
Q16656,GO:0005829; GO:0070062; GO:0005654; GO:0005634; GO:0001228; GO:0000981; GO:0042803; GO:0000978; GO:0045944; GO:0006357
Q05199,GO:0005615; GO:0016021; GO:0005886; GO:0045499; GO:0043125; GO:0008083; GO:0005178; GO:0030296; GO:0005102; GO:0007171; GO:0048513; GO:0030154; GO:0038127; GO:0035556; GO:0007399
P79795,GO:0030424; GO:0043679; GO:0044295; GO:0070852; GO:0032584; GO:0016021; GO:0031966; GO:0005886; GO:0019838; GO:0008201; GO:0046872; GO:0017154; GO:0005021; GO:0001525; GO:0009887; GO:0007411; GO:0007155; GO:0098743; GO:0035767; GO:0051491; GO:0022035; GO:0048729; GO:0048010
Q28146,GO:0070161; GO:0042995; GO:0016021; GO:0042734; GO:0046872; GO:0097109; GO:0007155
Q9ULB1,GO:0070161; GO:0042995; GO:0009986; GO:0005783; GO:0005887; GO:0043025; GO:0031965; GO:0005730; GO:0005886; GO:0042734; GO:0031982; GO:0033130; GO:0005246; GO:0005509; GO:0050839; GO:0097109; GO:0038023; GO:0030534; GO:0007411; GO:0007268; GO:0097116; GO:0007612; GO:0097118; GO:0050885; GO:0007158; GO:0007269; GO:2000463; GO:0051965; GO:0090129; GO:0051968; GO:0097119; GO:0097104; GO:0035176; GO:0007416; GO:0042297; GO:0071625
Q9CS84,GO:0042995; GO:0009986; GO:0030139; GO:0005783; GO:0098982; GO:0098978; GO:0099059; GO:0099056; GO:0043025; GO:0031965; GO:0005730; GO:0005886; GO:0042734; GO:0032991; GO:0098685; GO:0036057; GO:0031982; GO:0033130; GO:0005246; GO:0005509; GO:0050839; GO:0097109; GO:0044877; GO:0005102; GO:0004888; GO:0005105; GO:0030534; GO:0071277; GO:0007268; GO:0097116; GO:0007612; GO:0010629; GO:0097118; GO:0050885; GO:0031175; GO:0007269; GO:0070374; GO:2000463; GO:0045743; GO:0010628; GO:0033138; GO:0010739; GO:0051897; GO:1900020; GO:0051965; GO:0090129; GO:0051968; GO:0097119; GO:0097104; GO:0060134; GO:0099054; GO:2000821; GO:0099151; GO:0099150; GO:1905606; GO:0098693; GO:0007165; GO:0035176; GO:0007416; GO:0099560; GO:0099542; GO:0042297; GO:0071625
Q63373,GO:0070161; GO:0044295; GO:0009986; GO:0030139; GO:0005783; GO:0060076; GO:0098982; GO:0098978; GO:0060077; GO:0099059; GO:0099056; GO:0031594; GO:0098984; GO:0043025; GO:0031965; GO:0005886; GO:0042734; GO:0098635; GO:0032991; GO:0098685; GO:0031982; GO:0033130; GO:0005246; GO:0005509; GO:0048306; GO:0050839; GO:0097109; GO:0044877; GO:0005102; GO:0004888; GO:0005105; GO:0030534; GO:0001525; GO:0016339; GO:0090125; GO:0071277; GO:0021707; GO:0007268; GO:0007623; GO:0045184; GO:0046847; GO:0097112; GO:0097116; GO:0097117; GO:0007157; GO:0007612; GO:0099558; GO:0051490; GO:0010629; GO:0097118; GO:0050885; GO:0007158; GO:0042551; GO:0031175; GO:0048812; GO:0007269; GO:0097114; GO:0070374; GO:2000463; GO:0045743; GO:0010628; GO:1900075; GO:0010976; GO:0033138; GO:1905520; GO:0010739; GO:0051897; GO:1900020; GO:1903078; GO:0051965; GO:0090129; GO:0032230; GO:0051968; GO:0097119; GO:0097104; GO:0060134; GO:0099054; GO:0097105; GO:0035418; GO:0090126; GO:0097120; GO:2000311; GO:2000821; GO:2000310; GO:0099151; GO:0099150; GO:1905606; GO:0098693; GO:0007165; GO:0035176; GO:0007416; GO:0060074; GO:0099560; GO:0097091; GO:0099542; GO:0042297; GO:0071625
Q9P2S2,GO:0016021; GO:0005886; GO:0098793; GO:0032991; GO:0005246; GO:0050839; GO:0046872; GO:0097109; GO:0004888; GO:0030534; GO:0007268; GO:0097116; GO:0097118; GO:0007158; GO:0007269; GO:0097119; GO:0097104; GO:0007165; GO:0035176; GO:0007416; GO:0042297; GO:0071625
E9Q7X7,GO:0016021; GO:0042734; GO:0032991; GO:0005246; GO:0050839; GO:0046872; GO:0097109; GO:0004888; GO:0030534; GO:0007155; GO:0007268; GO:0097116; GO:0097118; GO:0007269; GO:0097119; GO:0097104; GO:0007165; GO:0035176; GO:0007416; GO:0042297; GO:0071625
D0PRN3,GO:0016021; GO:0046872; GO:0007155
D0PRN4,GO:0016021; GO:0001525; GO:0007155
Q920Q8,GO:0005856; GO:0005829; GO:0005634; GO:0097193; GO:2001243; GO:0031397; GO:0009615; GO:0008380
Q9IAK4,GO:0070161; GO:0030424; GO:0044295; GO:0005783; GO:0005615; GO:0043025; GO:0043204; GO:0045202; GO:0003190; GO:0060317; GO:0010629; GO:0007399; GO:0023041; GO:0043065; GO:0010718; GO:0010628; GO:0030516; GO:0007165
O95897,GO:0032281; GO:0070161; GO:0005737; GO:0005576; GO:0005615; GO:0005654; GO:0005634; GO:0045202; GO:0051152; GO:0009306; GO:1905174; GO:0007165
Q568Y7,GO:0032281; GO:0070161; GO:0005737; GO:0005576; GO:0005615; GO:0099243; GO:0098978; GO:0005634; GO:0097060; GO:0007626; GO:0051152; GO:0009306; GO:1905174; GO:0007165; GO:0007601
Q96PB7,GO:0032281; GO:0070161; GO:0005615; GO:0005794; GO:0045202; GO:0042462; GO:0007165
P63057,GO:0032281; GO:0070161; GO:0005615; GO:0005794; GO:0045202; GO:0042462; GO:0007165
O93525,GO:0005615; GO:0051216; GO:0009953; GO:0030514; GO:1902747; GO:0051151; GO:0001649
Q9BSC4,GO:0005730; GO:0032040; GO:0003723; GO:0000462
Q96MY1,GO:0005829; GO:0005654
Q6DIB4,GO:0005829; GO:0005654
O94818,GO:0005730; GO:0003723
Q15155,GO:0005789; GO:0016021; GO:0016020; GO:0030246; GO:0043022
Q5JPE7,GO:0005789; GO:0016021; GO:0032991; GO:0030246; GO:0043022
P69849,GO:0005789; GO:0016021; GO:0030246; GO:0043022; GO:1900108
Q5RFL9,GO:0005694; GO:0001650; GO:0016363; GO:0016607; GO:0005634; GO:0042382; GO:0090575; GO:0003682; GO:0003677; GO:0042802; GO:0003723; GO:0002218; GO:0007623; GO:0006310; GO:0006281; GO:0045087; GO:0006397; GO:1903377; GO:0045892; GO:0042752; GO:0008380
Q6DRH5,GO:0031429; GO:0090661; GO:0005697; GO:0034513; GO:0070034; GO:0060215; GO:0006364; GO:0031118; GO:0031120; GO:0007004
O00567,GO:0031428; GO:0005737; GO:0001650; GO:0016020; GO:0005730; GO:0005654; GO:0070761; GO:0032040; GO:0005732; GO:0045296; GO:1990226; GO:0003723; GO:0030515; GO:0006364
Q9Y2X3,GO:0031428; GO:0015030; GO:0005829; GO:0001650; GO:0016020; GO:0005730; GO:0005654; GO:0070761; GO:0032040; GO:0005732; GO:0051117; GO:0003723; GO:0030515; GO:0001094; GO:0006364; GO:0048254
Q4R779,GO:0031428; GO:0005730; GO:0005654; GO:0032040; GO:0030515; GO:0042254
P29475,GO:0070161; GO:0071944; GO:0005737; GO:0005856; GO:0005829; GO:0043197; GO:0045121; GO:0005739; GO:0005654; GO:0005634; GO:0048471; GO:0001917; GO:0005886; GO:0014069; GO:0032991; GO:0042383; GO:0016529; GO:0045202; GO:0012506; GO:0034618; GO:0046870; GO:0048306; GO:0005516; GO:0050660; GO:0010181; GO:0020037; GO:0050661; GO:0004517; GO:0016491; GO:0097110; GO:0017080; GO:0034617; GO:0044325; GO:0006527; GO:0045454; GO:0071363; GO:0033555; GO:0006936; GO:0007520; GO:0045776; GO:0051926; GO:0010523; GO:0051346; GO:0043267; GO:0051612; GO:0042136; GO:0006809; GO:0007263; GO:0018119; GO:0031284; GO:0035066; GO:0033138; GO:1902307; GO:0098735; GO:0045944; GO:0045893; GO:1902514; GO:0055117; GO:0060314; GO:0002028; GO:0009408; GO:0009725; GO:0001666; GO:0032496; GO:0098924; GO:0006941; GO:0042311; GO:0042178
Q28314,GO:0005829; GO:0005516; GO:0046872; GO:0004517; GO:0006809; GO:0018119; GO:0032755; GO:0032757; GO:0032310; GO:1900015
Q6P829,GO:0005737; GO:0005634; GO:0061630
Q8R116,GO:0005576; GO:0016298; GO:1990699; GO:0060348; GO:0090090; GO:0030178; GO:1990697; GO:0030500; GO:0016055
P51513,GO:0005737; GO:0043231; GO:0005730; GO:0005654; GO:0005634; GO:0003730; GO:0003729; GO:0003723; GO:1990825; GO:0000398; GO:0120163; GO:0007399; GO:0000381; GO:0010468; GO:0051252; GO:0006396; GO:0008380
Q9JKN6,GO:0005737; GO:0043231; GO:0005730; GO:0005654; GO:0005634; GO:0003730; GO:0003729; GO:0003723; GO:1990825; GO:0000398; GO:0120163; GO:0007399; GO:0000381; GO:0010468; GO:0050684; GO:0051252
P55209,GO:0000785; GO:0005737; GO:0042470; GO:0016020; GO:0005634; GO:0003682; GO:0042393; GO:0003723; GO:0006260; GO:0007399; GO:0006334; GO:0008284; GO:2000179; GO:0050769
Q78ZA7,GO:0000785; GO:0005737; GO:0030425; GO:0043025; GO:0005634; GO:0003682; GO:0042393; GO:0031491; GO:0006334
Q5U2Z3,GO:0000785; GO:0005737; GO:0030425; GO:0043025; GO:0005634; GO:0003682; GO:0042393; GO:0031491; GO:0006334
Q8IXF0,GO:0000785; GO:0005654; GO:0000981; GO:0046982; GO:0000977; GO:0045893; GO:0006357
Q8TAT6,GO:0005829; GO:0005783; GO:0042175; GO:0005654; GO:0005634; GO:0036501; GO:0034098; GO:0051117; GO:0036435; GO:0070530; GO:0046872; GO:0044877; GO:0043130; GO:0031625; GO:0007030; GO:0039536; GO:0032480; GO:0030970; GO:0030433; GO:0006511
P60670,GO:0005829; GO:0005783; GO:0042175; GO:0005634; GO:0036501; GO:0034098; GO:0051117; GO:0036435; GO:0070530; GO:0046872; GO:0044877; GO:0043130; GO:0031625; GO:0007030; GO:0039536; GO:0032480; GO:0030970; GO:0030433; GO:0006511
Q5E9U9,GO:1990130; GO:0005765; GO:0005774; GO:0005096; GO:0034198; GO:1904262; GO:0010508
Q12980,GO:1990130; GO:0005765; GO:0005096; GO:0035909; GO:0048738; GO:0034198; GO:0032007; GO:1904262; GO:0010508; GO:0060021; GO:0038202; GO:0003281
Q8VIJ8,GO:1990130; GO:0005765; GO:0005096; GO:0035909; GO:0048738; GO:0034198; GO:0032007; GO:1904262; GO:0010508; GO:0060021; GO:0038202; GO:0003281
Q9Y639,GO:0070161; GO:0030424; GO:0009986; GO:0030425; GO:0098982; GO:0098978; GO:0001772; GO:0060077; GO:0099061; GO:0099059; GO:0005886; GO:0042734; GO:0098685; GO:0050839; GO:0098632; GO:0044325; GO:0005105; GO:0007411; GO:0006874; GO:0070593; GO:1904861; GO:0007156; GO:0060291; GO:0001818; GO:0007204; GO:0070374; GO:0045743; GO:0048170; GO:1900273; GO:0010976; GO:1903829; GO:0001934; GO:1902683; GO:0099557; GO:0008542
P97300,GO:0070161; GO:0030424; GO:0009986; GO:0030425; GO:0098982; GO:0098978; GO:0001772; GO:0060077; GO:0099061; GO:0099059; GO:0005886; GO:0014069; GO:0042734; GO:0098685; GO:0097060; GO:0050839; GO:0098632; GO:0044325; GO:0005105; GO:0007411; GO:0006874; GO:0070593; GO:1904861; GO:0007156; GO:0060291; GO:0050804; GO:0001818; GO:0007204; GO:0070374; GO:0045743; GO:0048170; GO:1900273; GO:0010976; GO:1903829; GO:0001934; GO:1902683; GO:0050808; GO:0099557; GO:0008542
Q62443,GO:0005737; GO:0098978; GO:0005739; GO:0043005; GO:0005886; GO:0043083; GO:0030133; GO:0046872; GO:0060385; GO:0071333; GO:0035865; GO:0043653; GO:0006839; GO:0099645; GO:0099151; GO:0098962
P47971,GO:0005737; GO:0098978; GO:0005739; GO:0043005; GO:0005886; GO:0043083; GO:0030133; GO:0046872; GO:0060385; GO:0071333; GO:0035865; GO:0043653; GO:0006839; GO:0099645; GO:0099151; GO:0098962
P47972,GO:0005576; GO:0098978; GO:0030246; GO:0046872; GO:0008306; GO:0007268; GO:0098962
P25929,GO:0005887; GO:0043005; GO:0005886; GO:0042923; GO:0008188; GO:0004983; GO:0001602; GO:0001601; GO:0007193; GO:0007631; GO:0007187; GO:0006006; GO:0007626; GO:0003151; GO:0008217; GO:0040014; GO:0019233
P28673,GO:0005615; GO:0098992; GO:0001664; GO:0005179; GO:0005184; GO:0031841; GO:0007631; GO:0007218
O60285,GO:0005737; GO:0001650; GO:0015630; GO:0005654; GO:0005634; GO:0005524; GO:0046872; GO:0002039; GO:0106310; GO:0004674; GO:0007155; GO:0006974; GO:0042149; GO:0035556; GO:0006468; GO:0030155; GO:0042127; GO:2000772; GO:0035507; GO:1901796
Q24K00,GO:0005814; GO:0005929; GO:0005829; GO:0005634; GO:0005886; GO:0051539; GO:0005524; GO:0140663; GO:0051536; GO:0046872; GO:0030030; GO:0006879; GO:0051642; GO:0016226; GO:0010826; GO:0072697; GO:0001558
P53384,GO:0005814; GO:0005929; GO:0005829; GO:0005634; GO:0005886; GO:0051539; GO:0005524; GO:0140663; GO:0051536; GO:0046872; GO:0000166; GO:0030030; GO:0006879; GO:0051642; GO:0016226; GO:0010826; GO:0072697; GO:0001558
Q5EB25,GO:0005829; GO:0051539; GO:0005524; GO:0140663; GO:0051536; GO:0046872; GO:0016226
Q5ZKV4,GO:0005829; GO:0005634; GO:0031616; GO:0051539; GO:0005524; GO:0140663; GO:0051536; GO:0046872; GO:0016226
P80303,GO:0005829; GO:0005783; GO:0005793; GO:0070062; GO:0005615; GO:0005794; GO:0005635; GO:0005886; GO:0005509; GO:0003677; GO:0001965; GO:0005085; GO:0032099; GO:0007264
Q9H1E3,GO:0000785; GO:0005737; GO:0005730; GO:0005654; GO:0005634; GO:0003682; GO:0140297; GO:0003690; GO:0003723; GO:0003697; GO:0003713; GO:0001678; GO:0071481; GO:0006325; GO:0000724; GO:0035822; GO:0036297; GO:1990968; GO:0044827; GO:1990969; GO:0044829; GO:0043923; GO:0046628; GO:0045944; GO:0006275; GO:0060382; GO:0046626; GO:0031297
A0A024RBG1,GO:0005737; GO:0005829; GO:0005634; GO:0034431; GO:0034432; GO:0008486; GO:0000298; GO:0052842; GO:0052840; GO:0050072; GO:0046872; GO:0003723; GO:1901911; GO:1901909; GO:1901907; GO:0071543
Q5M823,GO:0005737; GO:0005829; GO:0045171; GO:0000776; GO:0005815; GO:0072686; GO:0000922; GO:0051082; GO:0006457
