Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0035389						FUN_002293-T1							
OG0035390						FUN_002299-T1							
OG0035391						FUN_002327-T1							
OG0035392						FUN_002330-T1							
OG0035393						FUN_002377-T1							
OG0035394						FUN_002381-T1							
OG0035395						FUN_002393-T1							
OG0035396						FUN_002464-T1							
OG0035397						FUN_002501-T1							
OG0035398						FUN_002502-T1							
OG0035399						FUN_002503-T1							
OG0035400						FUN_002511-T1							
OG0035401						FUN_002528-T1							
OG0035402						FUN_002537-T1							
OG0035403						FUN_002556-T1							
OG0035404						FUN_002585-T1							
OG0035405						FUN_002657-T1							
OG0035406						FUN_002668-T1							
OG0035407						FUN_002679-T1							
OG0035408						FUN_002719-T1							
OG0035409						FUN_002868-T1							
OG0035410						FUN_002871-T1							
OG0035411						FUN_003044-T1							
OG0035412						FUN_003062-T1							
OG0035413						FUN_003063-T1							
OG0035414						FUN_003064-T1							
OG0035415						FUN_003065-T1							
OG0035416						FUN_003066-T1							
OG0035417						FUN_003073-T1							
OG0035418						FUN_003083-T1							
OG0035419						FUN_003084-T1							
OG0035420						FUN_003090-T1							
OG0035421						FUN_003095-T1							
OG0035422						FUN_003111-T1							
OG0035423						FUN_003112-T1							
OG0035424						FUN_003129-T1							
OG0035425						FUN_003173-T1							
OG0035426						FUN_003174-T1							
OG0035427						FUN_003192-T1							
OG0035428						FUN_003208-T1							
OG0035429						FUN_003218-T1							
OG0035430						FUN_003249-T1							
OG0035431						FUN_003301-T1							
OG0035432						FUN_003308-T1							
OG0035433						FUN_003315-T1							
OG0035434						FUN_003395-T1							
OG0035435						FUN_003420-T1							
OG0035436						FUN_003443-T1							
OG0035437						FUN_003452-T1							
OG0035438						FUN_003558-T1							
OG0035439						FUN_003612-T1							
OG0035440						FUN_003616-T1							
OG0035441						FUN_003682-T1							
OG0035442						FUN_003691-T1							
OG0035443						FUN_003754-T1							
OG0035444						FUN_003784-T1							
OG0035445						FUN_003808-T1							
OG0035446						FUN_003863-T1							
OG0035447						FUN_003957-T1							
OG0035448						FUN_003969-T1							
OG0035449						FUN_003970-T1							
OG0035450						FUN_004035-T1							
OG0035451						FUN_004049-T1							
OG0035452						FUN_004100-T1							
OG0035453						FUN_004377-T1							
OG0035454						FUN_004418-T1							
OG0035455						FUN_004436-T1							
OG0035456						FUN_004509-T1							
OG0035457						FUN_004567-T1							
OG0035458						FUN_004595-T1							
OG0035459						FUN_004604-T1							
OG0035460						FUN_004634-T1							
OG0035461						FUN_004768-T1							
OG0035462						FUN_004841-T1							
OG0035463						FUN_004846-T1							
OG0035464						FUN_004883-T1							
OG0035465						FUN_004931-T1							
OG0035466						FUN_004936-T1							
OG0035467						FUN_004937-T1							
OG0035468						FUN_004946-T1							
OG0035469						FUN_005029-T1							
OG0035470						FUN_005042-T1							
OG0035471						FUN_005077-T1							
OG0035472						FUN_005121-T1							
OG0035473						FUN_005187-T1							
OG0035474						FUN_005190-T1							
OG0035475						FUN_005191-T1							
OG0035476						FUN_005234-T1							
OG0035477						FUN_005241-T1							
OG0035478						FUN_005282-T1							
OG0035479						FUN_005316-T1							
OG0035480						FUN_005320-T1							
OG0035481						FUN_005328-T1							
OG0035482						FUN_005382-T1							
OG0035483						FUN_005427-T1							
OG0035484						FUN_005469-T1							
OG0035485						FUN_005471-T1							
OG0035486						FUN_005492-T1							
OG0035487						FUN_005516-T1							
OG0035488						FUN_005559-T1							
OG0035489						FUN_005587-T1							
OG0035490						FUN_005611-T1							
OG0035491						FUN_005646-T1							
OG0035492						FUN_005652-T1							
OG0035493						FUN_005658-T1							
OG0035494						FUN_005690-T1							
OG0035495						FUN_005691-T1							
OG0035496						FUN_005760-T1							
OG0035497						FUN_005862-T1							
OG0035498						FUN_005899-T1							
OG0035499						FUN_005923-T1							
OG0035500						FUN_005925-T1							
OG0035501						FUN_005934-T1							
OG0035502						FUN_006132-T1							
OG0035503						FUN_006390-T1							
OG0035504						FUN_006397-T1							
OG0035505						FUN_006722-T1							
OG0035506						FUN_006776-T1							
OG0035507						FUN_006811-T1							
OG0035508						FUN_006870-T1							
OG0035509						FUN_006950-T1							
OG0035510						FUN_007038-T1							
OG0035511						FUN_007086-T1							
OG0035512						FUN_007093-T1							
OG0035513						FUN_007219-T1							
OG0035514						FUN_007231-T1							
OG0035515						FUN_007356-T1							
OG0035516						FUN_007361-T1							
OG0035517						FUN_007454-T1							
OG0035518						FUN_007460-T1							
OG0035519						FUN_007488-T1							
OG0035520						FUN_007565-T1							
OG0035521						FUN_007566-T1							
OG0035522						FUN_007570-T1							
OG0035523						FUN_007576-T1							
OG0035524						FUN_007577-T1							
OG0035525						FUN_007637-T1							
OG0035526						FUN_007682-T1							
OG0035527						FUN_007683-T1							
OG0035528						FUN_007723-T1							
OG0035529						FUN_007816-T1							
OG0035530						FUN_007877-T1							
OG0035531						FUN_007880-T1							
OG0035532						FUN_007934-T1							
OG0035533						FUN_007975-T1							
OG0035534						FUN_008167-T1							
OG0035535						FUN_008168-T1							
OG0035536						FUN_008171-T1							
OG0035537						FUN_008178-T1							
OG0035538						FUN_008399-T1							
OG0035539						FUN_008590-T1							
OG0035540						FUN_008609-T1							
OG0035541						FUN_008671-T1							
OG0035542						FUN_008855-T1							
OG0035543						FUN_008878-T1							
OG0035544						FUN_008890-T1							
OG0035545						FUN_008946-T1							
OG0035546						FUN_008988-T1							
OG0035547						FUN_009044-T1							
OG0035548						FUN_009090-T1							
OG0035549						FUN_009125-T1							
OG0035550						FUN_009139-T1							
OG0035551						FUN_009151-T1							
OG0035552						FUN_009173-T1							
OG0035553						FUN_009185-T1							
OG0035554						FUN_009192-T1							
OG0035555						FUN_009193-T1							
OG0035556						FUN_009194-T1							
OG0035557						FUN_009200-T1							
OG0035558						FUN_009284-T1							
OG0035559						FUN_009310-T1							
OG0035560						FUN_009314-T1							
OG0035561						FUN_009316-T1							
OG0035562						FUN_009322-T1							
OG0035563						FUN_009351-T1							
OG0035564						FUN_009364-T1							
OG0035565						FUN_009400-T1							
OG0035566						FUN_009403-T1							
OG0035567						FUN_009470-T1							
OG0035568						FUN_009531-T1							
OG0035569						FUN_009584-T1							
OG0035570						FUN_009591-T1							
OG0035571						FUN_009619-T1							
OG0035572						FUN_009635-T1							
OG0035573						FUN_009682-T1							
OG0035574						FUN_009690-T1							
OG0035575						FUN_009710-T1							
OG0035576						FUN_009736-T1							
OG0035577						FUN_009746-T1							
OG0035578						FUN_009824-T1							
OG0035579						FUN_009870-T1							
OG0035580						FUN_009900-T1							
OG0035581						FUN_009998-T1							
OG0035582						FUN_010096-T1							
OG0035583						FUN_010178-T1							
OG0035584						FUN_010180-T1							
OG0035585						FUN_010186-T1							
OG0035586						FUN_010190-T1							
OG0035587						FUN_010193-T1							
OG0035588						FUN_010195-T1							
OG0035589						FUN_010196-T1							
OG0035590						FUN_010202-T1							
OG0035591						FUN_010204-T1							
OG0035592						FUN_010206-T1							
OG0035593						FUN_010207-T1							
OG0035594						FUN_010212-T1							
OG0035595						FUN_010223-T1							
OG0035596						FUN_010247-T1							
OG0035597						FUN_010249-T1							
OG0035598						FUN_010250-T1							
OG0035599						FUN_010252-T1							
OG0035600						FUN_010254-T1							
OG0035601						FUN_010321-T1							
OG0035602						FUN_010350-T1							
OG0035603						FUN_010351-T1							
OG0035604						FUN_010357-T1							
OG0035605						FUN_010358-T1							
OG0035606						FUN_010360-T1							
OG0035607						FUN_010368-T1							
OG0035608						FUN_010382-T1							
OG0035609						FUN_010404-T1							
OG0035610						FUN_010407-T1							
OG0035611						FUN_010410-T1							
OG0035612						FUN_010429-T1							
OG0035613						FUN_010435-T1							
OG0035614						FUN_010466-T1							
OG0035615						FUN_010498-T1							
OG0035616						FUN_010503-T1							
OG0035617						FUN_010508-T1							
OG0035618						FUN_010522-T1							
OG0035619						FUN_010531-T1							
OG0035620						FUN_010628-T1							
OG0035621						FUN_010636-T1							
OG0035622						FUN_010650-T1							
OG0035623						FUN_010652-T1							
OG0035624						FUN_010679-T1							
OG0035625						FUN_010718-T1							
OG0035626						FUN_010752-T1							
OG0035627						FUN_010854-T1							
OG0035628						FUN_010896-T1							
OG0035629						FUN_010966-T1							
OG0035630						FUN_011032-T1							
OG0035631						FUN_011056-T1							
OG0035632						FUN_011065-T1							
OG0035633						FUN_011104-T1							
OG0035634						FUN_011219-T1							
OG0035635						FUN_011235-T1							
OG0035636						FUN_011240-T1							
OG0035637						FUN_011246-T1							
OG0035638						FUN_011270-T1							
OG0035639						FUN_011279-T1							
OG0035640						FUN_011302-T1							
OG0035641						FUN_011332-T1							
OG0035642						FUN_011345-T1							
OG0035643						FUN_011351-T1							
OG0035644						FUN_011352-T1							
OG0035645						FUN_011406-T1							
OG0035646						FUN_011509-T1							
OG0035647						FUN_011510-T1							
OG0035648						FUN_011618-T1							
OG0035649						FUN_011655-T1							
OG0035650						FUN_011708-T1							
OG0035651						FUN_011737-T1							
OG0035652						FUN_30776-T1							
OG0035653						FUN_011789-T1							
OG0035654						FUN_011847-T1							
OG0035655						FUN_011900-T1							
OG0035656						FUN_011901-T1							
OG0035657						FUN_011940-T1							
OG0035658						FUN_011944-T1							
OG0035659						FUN_011948-T1							
OG0035660						FUN_011994-T1							
OG0035661						FUN_011998-T1							
OG0035662						FUN_012014-T1							
OG0035663						FUN_012020-T1							
OG0035664						FUN_012025-T1							
OG0035665						FUN_012384-T1							
OG0035666						FUN_012487-T1							
OG0035667						FUN_012514-T1							
OG0035668						FUN_012634-T1							
OG0035669						FUN_012700-T1							
OG0035670						FUN_012711-T1							
OG0035671						FUN_012737-T1							
OG0035672						FUN_012787-T1							
OG0035673						FUN_012799-T1							
OG0035674						FUN_012889-T1							
OG0035675						FUN_012920-T1							
OG0035676						FUN_012962-T1							
OG0035677						FUN_012980-T1							
OG0035678						FUN_013014-T1							
OG0035679						FUN_013016-T1							
OG0035680						FUN_013017-T1							
OG0035681						FUN_013022-T1							
OG0035682						FUN_013040-T1							
OG0035683						FUN_013112-T1							
OG0035684						FUN_013113-T1							
OG0035685						FUN_013115-T1							
OG0035686						FUN_013271-T1							
OG0035687						FUN_013281-T1							
OG0035688						FUN_013282-T1							
OG0035689						FUN_013321-T1							
OG0035690						FUN_013363-T1							
OG0035691						FUN_013365-T1							
OG0035692						FUN_013373-T1							
OG0035693						FUN_013374-T1							
OG0035694						FUN_013375-T1							
OG0035695						FUN_013379-T1							
OG0035696						FUN_013380-T1							
OG0035697						FUN_013381-T1							
OG0035698						FUN_013404-T1							
OG0035699						FUN_013408-T1							
OG0035700						FUN_013409-T1							
OG0035701						FUN_013473-T1							
OG0035702						FUN_013481-T1							
OG0035703						FUN_013514-T1							
OG0035704						FUN_013543-T1							
OG0035705						FUN_013547-T1							
OG0035706						FUN_013550-T1							
OG0035707						FUN_013576-T1							
OG0035708						FUN_013590-T1							
OG0035709						FUN_013609-T1							
OG0035710						FUN_013710-T1							
OG0035711						FUN_013774-T1							
OG0035712						FUN_013861-T1							
OG0035713						FUN_013874-T1							
OG0035714						FUN_014007-T1							
OG0035715						FUN_014027-T1							
OG0035716						FUN_014031-T1							
OG0035717						FUN_014032-T1							
OG0035718						FUN_014077-T1							
OG0035719						FUN_014105-T1							
OG0035720						FUN_014109-T1							
OG0035721						FUN_014113-T1							
OG0035722						FUN_014165-T1							
OG0035723						FUN_014180-T1							
OG0035724						FUN_014193-T1							
OG0035725						FUN_014289-T1							
OG0035726						FUN_014397-T1							
OG0035727						FUN_014442-T1							
OG0035728						FUN_014479-T1							
OG0035729						FUN_014480-T1							
OG0035730						FUN_014493-T1							
OG0035731						FUN_014495-T1							
OG0035732						FUN_014535-T1							
OG0035733						FUN_014540-T1							
OG0035734						FUN_014541-T1							
OG0035735						FUN_014546-T1							
OG0035736						FUN_014622-T1							
OG0035737						FUN_30897-T1							
OG0035738						FUN_014637-T1							
OG0035739						FUN_014661-T1							
OG0035740						FUN_014683-T1							
OG0035741						FUN_014732-T1							
OG0035742						FUN_014733-T1							
OG0035743						FUN_014742-T1							
OG0035744						FUN_014774-T1							
OG0035745						FUN_014778-T1							
OG0035746						FUN_014782-T1							
OG0035747						FUN_014789-T1							
OG0035748						FUN_014856-T1							
OG0035749						FUN_014858-T1							
OG0035750						FUN_014870-T1							
OG0035751						FUN_014897-T1							
OG0035752						FUN_015003-T1							
OG0035753						FUN_015023-T1							
OG0035754						FUN_015042-T1							
OG0035755						FUN_015138-T1							
OG0035756						FUN_015275-T1							
OG0035757						FUN_015541-T1							
OG0035758						FUN_015609-T1							
OG0035759						FUN_015661-T1							
OG0035760						FUN_015663-T1							
OG0035761						FUN_015664-T1							
OG0035762						FUN_015821-T1							
OG0035763						FUN_015822-T1							
OG0035764						FUN_015892-T1							
OG0035765						FUN_015893-T1							
OG0035766						FUN_015897-T1							
OG0035767						FUN_015932-T1							
OG0035768						FUN_015977-T1							
OG0035769						FUN_016043-T1							
OG0035770						FUN_016073-T1							
OG0035771						FUN_016086-T1							
OG0035772						FUN_016095-T1							
OG0035773						FUN_016098-T1							
OG0035774						FUN_016100-T1							
OG0035775						FUN_016102-T1							
OG0035776						FUN_016105-T1							
OG0035777						FUN_016107-T1							
OG0035778						FUN_016114-T1							
OG0035779						FUN_016121-T1							
OG0035780						FUN_016126-T1							
OG0035781						FUN_016127-T1							
OG0035782						FUN_016129-T1							
OG0035783						FUN_016134-T1							
OG0035784						FUN_016138-T1							
OG0035785						FUN_016143-T1							
OG0035786						FUN_016147-T1							
OG0035787						FUN_016203-T1							
OG0035788						FUN_016205-T1							
OG0035789						FUN_016218-T1							
OG0035790						FUN_016279-T1							
OG0035791						FUN_016280-T1							
