Orthogroup,Gene,Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (S),P-value (S),Adj. P-value (S),Signal
OG0010596,COQ8B,bsA1/bsA,0,1,1,M1/M2,5.297,0.071,0.28,no_PS
OG0005746,FLT4,bsA1/bsA,90.491,0,0,M1/M2,0.332,0.847,1,PS_fg
OG0014292,CDON,bsA1/bsA,0.728,0.394,0.688,M1/M2,0,1,1,no_PS
OG0009843,CCDC173,bsA1/bsA,0.825,0.364,0.639,M1/M2,17.664,0,0.001,PS_bg
OG0011633,HPS5,bsA1/bsA,13.629,0,0.001,M1/M2,0.426,0.808,1,PS_fg
OG0011991,IFT140,bsA1/bsA,1.517,0.218,0.402,M1/M2,0,1,1,no_PS
OG0008673,TEN1,bsA1/bsA,10.456,0.001,0.003,M1/M2,0,1,1,PS_fg
OG0005443,DES,bsA1/bsA,0,1,1,M1/M2,0.096,0.953,1,no_PS
OG0014067,,bsA1/bsA,2.191,0.139,0.268,M1/M2,0,1,1,no_PS
OG0012873,ARMH4,bsA1/bsA,90.072,0,0,M1/M2,4.914,0.086,0.325,PS_fg
OG0014268,ZMIZ2,bsA1/bsA,58.315,0,0,M1/M2,0,1,1,PS_fg
OG0012231,ATP23,bsA1/bsA,0,1,1,M1/M2,1.552,0.46,1,no_PS
OG0005911,ARAP3,bsA1/bsA,133.293,0,0,M1/M2,1.478,0.478,1,PS_fg
OG0009202,ERGIC3,bsA1/bsA,49.543,0,0,M1/M2,0.026,0.987,1,PS_fg
OG0012381,PSMB11,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011515,DTYMK,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011336,PTER,bsA1/bsA,0,0.999,1,M1/M2,0.274,0.872,1,no_PS
OG0011584,SULF1,bsA1/bsA,0,1,1,M1/M2,3.578,0.167,0.55,no_PS
OG0010517,IFT27,bsA1/bsA,8.374,0.004,0.009,M1/M2,0,1,1,PS_fg
OG0007846,HSF5,bsA1/bsA,0,1,1,M1/M2,7.736,0.021,0.102,no_PS
OG0010851,CAMSAP3,bsA1/bsA,7.654,0.006,0.014,M1/M2,3.195,0.202,0.64,no_PS
OG0010065,SLC5A1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0011175,TASP1,bsA1/bsA,121.186,0,0,M1/M2,1.128,0.569,1,PS_fg
OG0010411,PUS7,bsA1/bsA,0,1,1,M1/M2,5.865,0.053,0.221,no_PS
OG0013106,CIAO2B,bsA1/bsA,98.492,0,0,M1/M2,0,1,1,PS_fg
OG0005717,UNC45B,bsA1/bsA,0,0.996,1,M1/M2,0,1,1,no_PS
OG0006321,RIPOR3,bsA1/bsA,3.278,0.07,0.144,M1/M2,0.638,0.727,1,no_PS
OG0008959,INHBB,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012803,MEDAG,bsA1/bsA,0,1,1,M1/M2,0.348,0.84,1,no_PS
OG0011174,ISM1,bsA1/bsA,,,,M1/M2,0.991,0.609,1,poor_fit
OG0012232,SLC16A7,bsA1/bsA,0,1,1,M1/M2,13.701,0.001,0.007,PS_bg
OG0006717,ADK,bsA1/bsA,8.086,0.004,0.011,M1/M2,0,1,1,no_PS
OG0009789,TTLL6,bsA1/bsA,27.146,0,0,M1/M2,4.473,0.107,0.388,PS_fg
OG0011776,FAH,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006585,RRP8,bsA1/bsA,1.778,0.182,0.342,M1/M2,0,1,1,no_PS
OG0005322,,bsA1/bsA,2.561,0.11,0.216,M1/M2,1.461,0.482,1,no_PS
OG0007661,NOX5,bsA1/bsA,53.796,0,0,M1/M2,4.312,0.116,0.413,PS_fg
OG0012383,THBS2,bsA1/bsA,1.962,0.161,0.306,M1/M2,0,1,1,no_PS
OG0011203,MATN2,bsA1/bsA,70.295,0,0,M1/M2,0.019,0.991,1,PS_fg
OG0013241,GLDC,bsA1/bsA,0.581,0.446,0.773,M1/M2,0.182,0.913,1,no_PS
OG0006565,RANGRF,bsA1/bsA,0,1,1,M1/M2,0.648,0.723,1,no_PS
OG0006871,ALDH1A1,bsA1/bsA,92.9,0,0,M1/M2,1.135,0.567,1,PS_fg
OG0010184,ANAPC4,bsA1/bsA,4.758,0.029,0.064,M1/M2,0,1,1,no_PS
OG0012022,MOSMO,bsA1/bsA,0,1,1,M1/M2,95.622,0,0,PS_bg
OG0010444,RGS9,bsA1/bsA,0,0.996,1,M1/M2,2.313,0.315,0.889,no_PS
OG0013525,RARS2,bsA1/bsA,11.963,0.001,0.001,M1/M2,0.249,0.883,1,PS_fg
OG0006092,DRG2,bsA1/bsA,0,1,1,M1/M2,0.13,0.937,1,no_PS
OG0012354,SVOPL,bsA1/bsA,31.004,0,0,M1/M2,11.938,0.003,0.016,PS_fg
OG0007237,MIPOL1,bsA1/bsA,14.66,0,0,M1/M2,45.913,0,0,PS_fg_bg
OG0008041,ARMC6,bsA1/bsA,2.488,0.115,0.225,M1/M2,1.937,0.38,1,no_PS
OG0009213,SHISA4,bsA1/bsA,0.057,0.812,1,M1/M2,0,1,1,no_PS
OG0014281,ELMOD3,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0008529,HAT1,bsA1/bsA,,,,M1/M2,65.714,0,0,poor_fit
OG0012496,LMX1B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011539,SMNDC1,bsA1/bsA,0,1,1,M1/M2,0.041,0.98,1,no_PS
OG0005872,SLC25A31,bsA1/bsA,0.008,0.93,1,M1/M2,4.423,0.11,0.394,no_PS
OG0013228,POGLUT1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012689,NFKBIB,bsA1/bsA,5.384,0.02,0.045,M1/M2,5.293,0.071,0.281,no_PS
OG0012975,,bsA1/bsA,27.051,0,0,M1/M2,0,1,1,PS_fg
OG0012838,FGF4,bsA1/bsA,0,1,1,M1/M2,5.519,0.063,0.256,no_PS
OG0013650,ATAD2B,bsA1/bsA,16.177,0,0,M1/M2,9.35,0.009,0.051,PS_fg
OG0008258,FOXC2,bsA1/bsA,25.013,0,0,M1/M2,0,1,1,PS_fg
OG0006625,ENPP1,bsA1/bsA,362.392,0,0,M1/M2,3.715,0.156,0.523,PS_fg
OG0010714,KCNA7,bsA1/bsA,0.01,0.919,1,M1/M2,3.555,0.169,0.554,no_PS
OG0009322,TRNAU1AP,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011158,,bsA1/bsA,0.112,0.738,1,M1/M2,0.065,0.968,1,no_PS
OG0007666,CLDN8,bsA1/bsA,140.434,0,0,M1/M2,0.283,0.868,1,PS_fg
OG0007638,RCSD1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0010980,PYCR1,bsA1/bsA,12.669,0,0.001,M1/M2,2.725,0.256,0.767,PS_fg
OG0011329,CACNB2,bsA1/bsA,0.145,0.703,1,M1/M2,2.775,0.25,0.752,no_PS
OG0008040,SUGP2,bsA1/bsA,8.376,0.004,0.009,M1/M2,0.501,0.779,1,PS_fg
OG0011593,ZFAND1,bsA1/bsA,3.433,0.064,0.132,M1/M2,2.508,0.285,0.829,no_PS
OG0009706,CMTM4,bsA1/bsA,1.242,0.265,0.48,M1/M2,0.979,0.613,1,no_PS
OG0006900,SH3GL1,bsA1/bsA,1.917,0.166,0.314,M1/M2,0,1,1,no_PS
OG0005928,MGST3,bsA1/bsA,0,1,1,M1/M2,0.815,0.665,1,no_PS
OG0006883,EVX2,bsA1/bsA,14.324,0,0,M1/M2,0,1,1,PS_fg
OG0009160,ZNF384,bsA1/bsA,183.397,0,0,M1/M2,25.63,0,0,PS_fg_bg
OG0006850,CNPY2,bsA1/bsA,239.953,0,0,M1/M2,1.028,0.598,1,PS_fg
OG0011749,UBAP1L,bsA1/bsA,10.283,0.001,0.003,M1/M2,0,1,1,PS_fg
OG0011392,MFSD13A,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009418,ILDR1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012481,PRPF4,bsA1/bsA,6.104,0.013,0.031,M1/M2,,,,poor_fit
OG0009834,KLHDC9,bsA1/bsA,0.9,0.343,0.606,M1/M2,0,1,1,no_PS
OG0005487,UCHL5,bsA1/bsA,111.275,0,0,M1/M2,4.444,0.108,0.391,PS_fg
OG0006832,PSMD12,bsA1/bsA,0.05,0.823,1,M1/M2,1.072,0.585,1,no_PS
OG0013599,CNPY3,bsA1/bsA,0.01,0.92,1,M1/M2,0.159,0.923,1,no_PS
OG0012048,MAFK,bsA1/bsA,116.147,0,0,M1/M2,1.084,0.581,1,PS_fg
OG0011583,LINGO1,bsA1/bsA,13.035,0,0.001,M1/M2,0.987,0.611,1,PS_fg
OG0012894,DPAGT1,bsA1/bsA,,,,M1/M2,60.002,0,0,poor_fit
OG0011331,STAM,bsA1/bsA,0.154,0.695,1,M1/M2,0,1,1,no_PS
OG0005486,RGS2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009527,NHLRC1,bsA1/bsA,4.236,0.04,0.085,M1/M2,0,1,1,no_PS
OG0012084,GFER,bsA1/bsA,0,1,1,M1/M2,52.728,0,0,PS_bg
OG0010445,AXIN2,bsA1/bsA,33.012,0,0,M1/M2,0,1,1,PS_fg
OG0013821,PPP1R18,bsA1/bsA,0,1,1,M1/M2,1.8,0.407,1,no_PS
OG0005915,POLR3F,bsA1/bsA,31.049,0,0,M1/M2,0,1,1,PS_fg
OG0006111,ABCC1,bsA1/bsA,0.846,0.358,0.629,M1/M2,0,1,1,no_PS
OG0012837,FGF19,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008044,SEMA5B,bsA1/bsA,,,,M1/M2,1.648,0.439,1,poor_fit
OG0011194,GFPT2,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0012038,ARPC1B,bsA1/bsA,1.005,0.316,0.563,M1/M2,0,1,1,no_PS
OG0010159,IPCEF1,bsA1/bsA,97.004,0,0,M1/M2,52.82,0,0,PS_fg_bg
OG0005581,GRHL1,bsA1/bsA,17.985,0,0,M1/M2,4.211,0.122,0.431,PS_fg
OG0009353,NAA50,bsA1/bsA,21.618,0,0,M1/M2,0,1,1,PS_fg
OG0010430,CUNH17ORF80 C2H17ORF80,bsA1/bsA,23.787,0,0,M1/M2,22.489,0,0,PS_fg_bg
OG0013245,NUP210,bsA1/bsA,,,,M1/M2,14.271,0.001,0.006,poor_fit
OG0010645,FSHB,bsA1/bsA,,,,M1/M2,0.011,0.994,1,poor_fit
OG0005922,HMGCS2,bsA1/bsA,0,1,1,M1/M2,0.45,0.798,1,no_PS
OG0012920,ADAM23,bsA1/bsA,152.752,0,0,M1/M2,99.281,0,0,PS_fg_bg
OG0005387,SAV1,bsA1/bsA,0,1,1,M1/M2,4.656,0.098,0.361,no_PS
OG0006282,DUSP6,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012996,LAGE3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011366,LONRF3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008271,ACOT8,bsA1/bsA,10.403,0.001,0.003,M1/M2,0,1,1,PS_fg
OG0012617,SLC38A5,bsA1/bsA,99.731,0,0,M1/M2,7.752,0.021,0.101,PS_fg
OG0013826,ZFPM1,bsA1/bsA,13.3,0,0.001,M1/M2,49.705,0,0,PS_fg_bg
OG0007082,OSTM1,bsA1/bsA,2.421,0.12,0.234,M1/M2,4.863,0.088,0.332,no_PS
OG0012107,LYRM7,bsA1/bsA,0,1,1,M1/M2,18.038,0,0.001,PS_bg
OG0010311,NOD1,bsA1/bsA,210.472,0,0,M1/M2,0,1,1,PS_fg
OG0006634,KIAA0408,bsA1/bsA,2.532,0.112,0.219,M1/M2,2.199,0.333,0.925,no_PS
OG0009860,SPAST,bsA1/bsA,177.689,0,0,M1/M2,0.664,0.718,1,PS_fg
OG0009450,MPP7,bsA1/bsA,0,1,1,M1/M2,17.806,0,0.001,PS_bg
OG0012106,ROR2,bsA1/bsA,22.028,0,0,M1/M2,1.697,0.428,1,PS_fg
OG0013717,KTI12,bsA1/bsA,0,1,1,M1/M2,1.8,0.407,1,no_PS
OG0013277,C3AR1,bsA1/bsA,55.753,0,0,M1/M2,7.468,0.024,0.114,PS_fg
OG0010155,VIP,bsA1/bsA,0,1,1,M1/M2,1.288,0.525,1,no_PS
OG0011615,IGF2,bsA1/bsA,9.014,0.003,0.007,M1/M2,0.007,0.997,1,PS_fg
OG0013462,ATF4,bsA1/bsA,40.825,0,0,M1/M2,0.778,0.678,1,PS_fg
OG0008986,STK32A,bsA1/bsA,0,1,1,M1/M2,8.896,0.012,0.062,no_PS
OG0009378,BECN1,bsA1/bsA,0.022,0.882,1,M1/M2,41.631,0,0,PS_bg
OG0006931,TENT4A,bsA1/bsA,38.924,0,0,M1/M2,9.625,0.008,0.045,PS_fg
OG0013982,EDA2R,bsA1/bsA,65.081,0,0,M1/M2,11.679,0.003,0.018,PS_fg
OG0006712,TRIP13,bsA1/bsA,0,0.998,1,M1/M2,3.366,0.186,0.595,no_PS
OG0010218,,bsA1/bsA,139.194,0,0,M1/M2,101.127,0,0,PS_fg_bg
OG0010706,IGFBPL1,bsA1/bsA,124.186,0,0,M1/M2,0,1,1,PS_fg
OG0012242,CLDN10,bsA1/bsA,0,1,1,M1/M2,8.108,0.017,0.087,no_PS
OG0005654,GATD3A,bsA1/bsA,188.513,0,0,M1/M2,4.772,0.092,0.345,PS_fg
OG0005687,RCAN1,bsA1/bsA,0,1,1,M1/M2,6.254,0.044,0.188,no_PS
OG0006406,PCDH18,bsA1/bsA,0,0.996,1,M1/M2,0,1,1,no_PS
OG0008566,TDRD5,bsA1/bsA,104.621,0,0,M1/M2,6.859,0.032,0.148,PS_fg
OG0014146,GPANK1,bsA1/bsA,1.452,0.228,0.419,M1/M2,6.614,0.037,0.164,no_PS
OG0008970,GDF9,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010153,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005380,GP1BB,bsA1/bsA,137.654,0,0,M1/M2,0,1,1,PS_fg
OG0009489,ARMH1,bsA1/bsA,0,1,1,M1/M2,3.651,0.161,0.534,no_PS
OG0009561,,bsA1/bsA,1.714,0.19,0.355,M1/M2,5.024,0.081,0.311,no_PS
OG0008870,CROCC,bsA1/bsA,28.305,0,0,M1/M2,0,1,1,PS_fg
OG0011173,SPTLC3,bsA1/bsA,1.564,0.211,0.39,M1/M2,10.27,0.006,0.034,no_PS
OG0006157,,bsA1/bsA,270.712,0,0,M1/M2,10.929,0.004,0.025,PS_fg
OG0008525,TLK1,bsA1/bsA,41.18,0,0,M1/M2,0.177,0.915,1,PS_fg
OG0005450,ADGRG6,bsA1/bsA,0,1,1,M1/M2,37.813,0,0,PS_bg
OG0007192,NOXRED1,bsA1/bsA,0,1,1,M1/M2,1.014,0.602,1,no_PS
OG0012916,NDUFS1,bsA1/bsA,51.018,0,0,M1/M2,0.371,0.831,1,PS_fg
OG0007934,STXBP6,bsA1/bsA,60.548,0,0,M1/M2,0,1,1,PS_fg
OG0012507,ABCE1,bsA1/bsA,0,1,1,M1/M2,1.012,0.603,1,no_PS
OG0009464,UBE2G2,bsA1/bsA,64.339,0,0,M1/M2,0.001,1,1,PS_fg
OG0014254,SIGIRR,bsA1/bsA,0,1,1,M1/M2,5.685,0.058,0.239,no_PS
OG0012582,RASA1,bsA1/bsA,3.764,0.052,0.11,M1/M2,2.783,0.249,0.749,no_PS
OG0006782,GLB1L,bsA1/bsA,19.18,0,0,M1/M2,2.246,0.325,0.912,PS_fg
OG0009597,NDUFV1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0008179,IPP,bsA1/bsA,0,1,1,M1/M2,0.559,0.756,1,no_PS
OG0011919,BMT2,bsA1/bsA,10.585,0.001,0.003,M1/M2,2.989,0.224,0.694,PS_fg
OG0012006,MARF1,bsA1/bsA,33.21,0,0,M1/M2,0,1,1,PS_fg
OG0006332,CAMK1,bsA1/bsA,331.578,0,0,M1/M2,0.006,0.997,1,PS_fg
OG0009395,PPP2R3A,bsA1/bsA,6.576,0.01,0.024,M1/M2,0.163,0.922,1,no_PS
OG0006851,BRF1,bsA1/bsA,0,0.999,1,M1/M2,0.319,0.852,1,no_PS
OG0009676,ADAMTS15,bsA1/bsA,0,1,1,M1/M2,0.978,0.613,1,no_PS
OG0009798,NGFR,bsA1/bsA,0,1,1,M1/M2,81.169,0,0,PS_bg
OG0009338,ALG5,bsA1/bsA,0,1,1,M1/M2,2.235,0.327,0.915,no_PS
OG0006448,CHP1,bsA1/bsA,158.984,0,0,M1/M2,0.044,0.978,1,PS_fg
OG0008421,GMPS,bsA1/bsA,,,,M1/M2,4.6,0.1,0.369,poor_fit
OG0013124,,bsA1/bsA,0,0.991,1,M1/M2,17.747,0,0.001,PS_bg
OG0009509,CCDC171,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0006013,SLC2A9,bsA1/bsA,231.993,0,0,M1/M2,22.809,0,0,PS_fg_bg
OG0010749,SGF29,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009377,,bsA1/bsA,0,0.999,1,M1/M2,1.498,0.473,1,no_PS
OG0008232,ZNF423,bsA1/bsA,31.941,0,0,M1/M2,0,1,1,PS_fg
OG0008306,PFN3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013555,RAD23A,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008926,RNF207,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012849,GPR137C,bsA1/bsA,8.733,0.003,0.008,M1/M2,1.118,0.572,1,PS_fg
OG0014021,RCE1,bsA1/bsA,20.208,0,0,M1/M2,0,1,1,PS_fg
OG0008248,MTA3,bsA1/bsA,167.389,0,0,M1/M2,0.001,1,1,PS_fg
OG0012866,MAPK1IP1L,bsA1/bsA,109.243,0,0,M1/M2,0.605,0.739,1,PS_fg
OG0009968,,bsA1/bsA,113.425,0,0,M1/M2,25.601,0,0,PS_fg_bg
OG0010057,UNC119B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006558,ERP44,bsA1/bsA,,,,M1/M2,15.726,0,0.003,poor_fit
OG0008160,SLC5A9,bsA1/bsA,13.355,0,0.001,M1/M2,1.669,0.434,1,PS_fg
OG0011077,GALNT14,bsA1/bsA,39.222,0,0,M1/M2,44.927,0,0,PS_fg_bg
OG0010297,LZTFL1,bsA1/bsA,0,1,1,M1/M2,3.076,0.215,0.67,no_PS
OG0005349,CIDEA,bsA1/bsA,4.593,0.032,0.07,M1/M2,0,1,1,no_PS
OG0006956,DDX42,bsA1/bsA,9.01,0.003,0.007,M1/M2,0.188,0.91,1,PS_fg
OG0011519,STK25,bsA1/bsA,,,,M1/M2,12.196,0.002,0.015,poor_fit
OG0007346,THEM4,bsA1/bsA,37.487,0,0,M1/M2,1.63,0.443,1,PS_fg
OG0010786,FAM47E,bsA1/bsA,74.797,0,0,M1/M2,1.317,0.518,1,PS_fg
OG0009100,GPR84,bsA1/bsA,1.225,0.268,0.485,M1/M2,5.183,0.075,0.293,no_PS
OG0009663,RWDD2A,bsA1/bsA,4.321,0.038,0.081,M1/M2,16.385,0,0.002,PS_bg
OG0010846,TRAPPC5,bsA1/bsA,0,1,1,M1/M2,39.009,0,0,PS_bg
OG0010287,MYRIP,bsA1/bsA,970.015,0,0,M1/M2,0.002,0.999,1,PS_fg
OG0007368,RPRD2,bsA1/bsA,1.059,0.303,0.542,M1/M2,0,1,1,no_PS
OG0010211,HS3ST2,bsA1/bsA,0.928,0.335,0.594,M1/M2,0,1,1,no_PS
OG0008932,CEP104,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0013843,CHMP1A,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009180,RBP5,bsA1/bsA,31.819,0,0,M1/M2,0.932,0.627,1,PS_fg
OG0009833,DEDD,bsA1/bsA,244.678,0,0,M1/M2,28.914,0,0,PS_fg_bg
OG0010081,SETBP1,bsA1/bsA,296.627,0,0,M1/M2,0,1,1,PS_fg
OG0012643,KIAA0319L,bsA1/bsA,24.428,0,0,M1/M2,0.117,0.943,1,PS_fg
OG0008453,MANSC4,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012329,WNT8B,bsA1/bsA,168.352,0,0,M1/M2,0,1,1,PS_fg
OG0010408,C1D,bsA1/bsA,0,1,1,M1/M2,0.507,0.776,1,no_PS
OG0006514,SLC22A5,bsA1/bsA,55.301,0,0,M1/M2,1.466,0.48,1,PS_fg
OG0010686,SAMSN1,bsA1/bsA,0,0.999,1,M1/M2,17.671,0,0.001,PS_bg
OG0012148,CSRNP1,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0006495,ITPRIPL1,bsA1/bsA,0.465,0.495,0.851,M1/M2,2.506,0.286,0.829,no_PS
OG0008486,SLC38A3,bsA1/bsA,0,0.999,1,M1/M2,9.405,0.009,0.049,no_PS
OG0007903,SH2D4B,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006839,TEX2,bsA1/bsA,0.715,0.398,0.694,M1/M2,24.542,0,0,PS_bg
OG0005708,MAPKAPK3,bsA1/bsA,0,1,1,M1/M2,19.599,0,0.001,PS_bg
OG0011086,,bsA1/bsA,1.624,0.203,0.376,M1/M2,3.656,0.161,0.533,no_PS
OG0008231,,bsA1/bsA,0,1,1,M1/M2,9.957,0.007,0.039,no_PS
OG0011489,POC1A,bsA1/bsA,0,0.996,1,M1/M2,0.008,0.996,1,no_PS
OG0010658,TCP11L1,bsA1/bsA,0,0.999,1,M1/M2,0.782,0.676,1,no_PS
OG0009278,GRAMD2B,bsA1/bsA,17.225,0,0,M1/M2,8.444,0.015,0.075,PS_fg
OG0011790,BTBD1,bsA1/bsA,0,1,1,M1/M2,4.043,0.132,0.46,no_PS
OG0007109,STAU1,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0006037,SLITRK6,bsA1/bsA,29.478,0,0,M1/M2,0,1,1,PS_fg
OG0005885,RIN2,bsA1/bsA,2.74,0.098,0.195,M1/M2,18.982,0,0.001,PS_bg
OG0008221,FTO,bsA1/bsA,63.347,0,0,M1/M2,51.395,0,0,PS_fg_bg
OG0005923,,bsA1/bsA,0,1,1,M1/M2,4.29,0.117,0.417,no_PS
OG0008681,UBALD2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012576,TARSL2,bsA1/bsA,1.049,0.306,0.546,M1/M2,0,1,1,no_PS
OG0011933,CLCF1,bsA1/bsA,0,1,1,M1/M2,131.861,0,0,PS_bg
OG0013744,PDP1,bsA1/bsA,0,0.999,1,M1/M2,5.274,0.072,0.283,no_PS
OG0006027,ADAT3,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0009006,UBTD2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010214,COG7,bsA1/bsA,55.154,0,0,M1/M2,0,1,1,PS_fg
OG0008106,CUNH1ORF87 C5H1ORF87,bsA1/bsA,0,1,1,M1/M2,1.506,0.471,1,no_PS
OG0006115,TMEM63B,bsA1/bsA,0,1,1,M1/M2,1.588,0.452,1,no_PS
OG0010837,KARS1 KARS,bsA1/bsA,384.115,0,0,M1/M2,80.487,0,0,PS_fg_bg
OG0010078,MBD5,bsA1/bsA,0,0.995,1,M1/M2,0,1,1,no_PS
OG0007503,FKTN,bsA1/bsA,348.813,0,0,M1/M2,0,1,1,PS_fg
OG0013261,HPDL,bsA1/bsA,14.575,0,0,M1/M2,1.212,0.546,1,PS_fg
OG0006984,ARID3A,bsA1/bsA,177.98,0,0,M1/M2,5.333,0.069,0.277,PS_fg
OG0005841,TUBGCP6,bsA1/bsA,16.211,0,0,M1/M2,21.332,0,0,PS_fg_bg
OG0013344,RP2,bsA1/bsA,14.823,0,0,M1/M2,0.124,0.94,1,PS_fg
OG0010326,CIR1,bsA1/bsA,58.998,0,0,M1/M2,8.257,0.016,0.082,PS_fg
OG0013984,CUNH7ORF57 CZH7ORF57,bsA1/bsA,1.634,0.201,0.373,M1/M2,47.147,0,0,PS_bg
OG0010618,ZNF710,bsA1/bsA,49.54,0,0,M1/M2,,,,poor_fit
OG0011913,GK5,bsA1/bsA,2.253,0.133,0.258,M1/M2,15.588,0,0.003,PS_bg
OG0005444,DNPEP,bsA1/bsA,85.761,0,0,M1/M2,0,1,1,PS_fg
OG0006891,NFE2L2,bsA1/bsA,5.786,0.016,0.037,M1/M2,2.445,0.294,0.847,no_PS
OG0012502,ZNF330,bsA1/bsA,0,1,1,M1/M2,0.592,0.744,1,no_PS
OG0014253,PKP3,bsA1/bsA,,,,M1/M2,85.236,0,0,poor_fit
OG0012683,LTB4R,bsA1/bsA,0,1,1,M1/M2,0.274,0.872,1,no_PS
OG0005974,ETV2,bsA1/bsA,27.282,0,0,M1/M2,0,1,1,PS_fg
OG0012522,WDR53,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008129,TMEM59,bsA1/bsA,5.957,0.015,0.033,M1/M2,3.671,0.16,0.531,no_PS
OG0008569,SOAT1,bsA1/bsA,85.907,0,0,M1/M2,4.86,0.088,0.332,PS_fg
OG0011292,INTS10,bsA1/bsA,0,0.999,1,M1/M2,0.001,1,1,no_PS
OG0012233,USP15,bsA1/bsA,,,,M1/M2,16.115,0,0.002,poor_fit
OG0009980,THRAP3,bsA1/bsA,15.725,0,0,M1/M2,0,1,1,PS_fg
OG0009340,CASQ2,bsA1/bsA,16.449,0,0,M1/M2,19.902,0,0,PS_fg_bg
OG0011984,SPIN1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011609,STK36,bsA1/bsA,13.66,0,0.001,M1/M2,0,1,1,PS_fg
OG0009601,MS4A15 MS4A1,bsA1/bsA,20.283,0,0,M1/M2,25.662,0,0,PS_fg_bg
OG0008020,ELOVL6,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009470,SMARCC1,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0006578,LY96,bsA1/bsA,2.827,0.093,0.186,M1/M2,0,1,1,no_PS
OG0005902,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013783,MXD1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0014042,SREK1IP1,bsA1/bsA,4.29,0.038,0.083,M1/M2,0,1,1,no_PS
OG0010261,LUC7L,bsA1/bsA,21.929,0,0,M1/M2,2.118,0.347,0.953,PS_fg
OG0008855,FUZ,bsA1/bsA,1.927,0.165,0.312,M1/M2,0.246,0.884,1,no_PS
OG0007054,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008372,SGPP2,bsA1/bsA,0,1,1,M1/M2,0.218,0.897,1,no_PS
OG0007911,CSPP1,bsA1/bsA,10.476,0.001,0.003,M1/M2,1.722,0.423,1,PS_fg
OG0006365,BCAR3,bsA1/bsA,1.055,0.304,0.544,M1/M2,0.006,0.997,1,no_PS
OG0011649,NRDE2,bsA1/bsA,7.603,0.006,0.014,M1/M2,3.281,0.194,0.617,no_PS
OG0005538,OSGEPL1,bsA1/bsA,1.356,0.244,0.446,M1/M2,0,1,1,no_PS
OG0005986,TMF1,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0013063,GAS6,bsA1/bsA,,,,M1/M2,2.459,0.292,0.843,poor_fit
